patent_number,title,inventors,assignee,priority_date,issue_date,cpc_codes,one_sentence_summary,primary_inventive_claim,crypto_agility_mode,migration_strategy,quantum_relevance,quantum_notes,protocols,classical_algorithms,pqc_algorithms,quantum_technology,key_management_ops,hardware_components,authentication_factors,standards_referenced,threat_model,entropy_source,primitive_types,application_domain,independent_claim_subjects,performance_claims,data_types_protected,compliance_targets,citation_graph,claim_dependencies,nist_round_status,pqc_migration_score,pqc_migration_reason
20240214373,ESTABLISHING A TRUST RELATIONSHIP BETWEEN A PERIPHERAL DEVICE AND A SERVER,Wheeler; Stephen et al.,Logitech Europe S.A.,2022-12-23,2024-06-27,G06F21/44;G06F21/83;H04L63/083;H04L9/006;H04L63/08;H04L9/3247,"A method establishes a trust relationship between a peripheral device and a server by digitally signing requests with a device private key and validating them using a public key, enabling secure authorization of actions.","The invention establishes a direct trust relationship between a peripheral device and a network device by having the peripheral device generate a key pair and sign requests with its private key. This allows the network device to validate the request using the device's public key, bypassing the need to trust the intermediary client device.",classical_only,none,none,none,PKI; TLS; HTTPS; SSL,RSA; ECDSA; AES,,none,generation; exchange; distribution; storage,IoT; mobile,possession; knowledge; inherence/biometric,,MITM; insider,OS,signature; symmetric-cipher; KEM,IoT; cloud,method of authorizing a computer mouse; method of securely receiving data from a computer mouse; method of performing a particular action using a computer mouse,,proprietary data; diagnostic data; sensitive data; analytical data,,,"[{""claim"": 1, ""depends_on"": [], ""subject"": ""method of authorizing a computer mouse""}, {""claim"": 2, ""depends_on"": [1], ""subject"": ""receiving public device key and identity token""}, {""claim"": 3, ""depends_on"": [1], ""subject"": ""particular action types""}, {""claim"": 4, ""depends_on"": [1], ""subject"": ""request from remote device""}, {""claim"": 5, ""depends_on"": [1], ""subject"": ""request from client device""}, {""claim"": 6, ""depends_on"": [1], ""subject"": ""encrypted public device key""}, {""claim"": 7, ""depends_on"": [1], ""subject"": ""encrypted request""}, {""claim"": 8, ""depends_on"": [], ""subject"": ""method of securely receiving data from a computer mouse""}, {""claim"": 9, ""depends_on"": [8], ""subject"": ""storing and analyzing data""}, {""claim"": 10, ""depends_on"": [8], ""subject"": ""receiving public device key and identity token""}, {""claim"": 11, ""depends_on"": [8], ""subject"": ""sending command to generate data package""}, {""claim"": 12, ""depends_on"": [8], ""subject"": ""types of data in package""}, {""claim"": 13, ""depends_on"": [12], ""subject"": ""relaying data package via client device""}, {""claim"": 14, ""depends_on"": [13], ""subject"": ""client device types""}, {""claim"": 15, ""depends_on"": [], ""subject"": ""method of performing a particular action using a computer mouse""}, {""claim"": 16, ""depends_on"": [15], ""subject"": ""encrypting signed request""}, {""claim"": 17, ""depends_on"": [15], ""subject"": ""generating device key pair""}, {""claim"": 18, ""depends_on"": [15], ""subject"": ""validating signed response""}, {""claim"": 19, ""depends_on"": [15], ""subject"": ""decrypting encrypted response""}, {""claim"": 20, ""depends_on"": [15], ""subject"": ""unlocking software or firmware-locked feature""}]",[],1,Title and codes indicate classical device authentication with no PQC or migration signals.
12021852,Methods of generating a key and a communication method,,PQShield Ltd.,2022-05-26,2024-06-25,H04L9/0844;H04L63/045;H04L9/0825;H04L9/0838;H04L9/14;H04L9/3255;H04L63/061,,,,,,,,,,,,,,,,,,,,,,,,,,9,"PQShield is a leading PQC vendor; patent covers key generation and communication, highly relevant to migration."
12021973,System and method for post-quantum trust provisioning and updating with contemporary cryptography,,NXP B.V.,2022-01-28,2024-06-25,H04L9/14;H04L9/0825;H04L9/0891;H04L9/0852;H04L9/0894,,,,,,,,,,,,,,,,,,,,,,,,,,9,"Title explicitly targets PQC trust provisioning and updating, indicating direct relevance to migration and agility."
12021985,Masked decomposition of polynomials for lattice-based cryptography,,NXP B.V.,2022-06-03,2024-06-25,H04L9/3093;G06F7/4873;G06F7/727,,,,,,,,,,,,,,,,,,,,,,,,,,9,"Directly addresses lattice-based crypto implementation, core to NIST PQC standards like Kyber and Dilithium."
12022003,Safe use of legacy digital signatures in a post-quantum world,,DELL PRODUCTS L.P.,2021-12-23,2024-06-25,H04L9/3247;H04L9/50;H04L9/3236;H04L9/3263;H04L9/3218,,,,,,,,,,,,,,,,,,,,,,,,,,9,"Directly addresses PQC migration for legacy signatures, implying hybrid schemes or crypto agility."
20240205031,MULTI DIMENSION BLOCKCHAIN,THONGSOM; Noppadon,"ANGEL TIME CO., LTD.",2021-12-28,2024-06-20,G06F21/645;H04L9/50;G06F16/182;H04L9/006;H04L9/0822;H04L9/321;H04L9/3247,"A multi-dimension blockchain system comprising main, control, and owner blockchains enables traceable modification, deletion, and forwarding of data stored in immutable blocks.","The invention introduces a multi-dimension blockchain architecture with separate main, control, and owner chains. It allows authorized users to modify or forward data in the main chain by creating corresponding control blocks and owner blocks that record the hash of the modification, ensuring traceability.",classical_only,none,none,none,PKI,SHA-256; SHA-384; SHA-512; SHA-3,,none,generation; storage,mobile,possession,X.509; PKCS#8,insider; data-alteration,deterministic-PRNG,hash; signature,blockchain; banking; healthcare; education,method of modifying data stored in a blockchain system; method of forwarding data stored in a blockchain system; method of authenticating data stored in a blockchain system,,PII; PHI; financial; transactions,GDPR,US20170338947; US9774578; US20190158475,"[{""claim"": 1, ""depends_on"": [], ""subject"": ""method of modifying data stored in a blockchain system""}, {""claim"": 2, ""depends_on"": [1], ""subject"": ""indication of target block generated from owner blockchain selection""}, {""claim"": 3, ""depends_on"": [1], ""subject"": ""increasing modify count indicator""}, {""claim"": 4, ""depends_on"": [1], ""subject"": ""modify control block comprising hash of preceding owner block""}, {""claim"": 5, ""depends_on"": [1], ""subject"": ""modify command request is a delete command request""}, {""claim"": 6, ""depends_on"": [1], ""subject"": ""modify command request is an edit command request""}, {""claim"": 7, ""depends_on"": [], ""subject"": ""method of forwarding data stored in a blockchain system""}, {""claim"": 8, ""depends_on"": [7], ""subject"": ""indication of target block generated from owner blockchain selection""}, {""claim"": 9, ""depends_on"": [7], ""subject"": ""increasing forward count indicator""}, {""claim"": 10, ""depends_on"": [7], ""subject"": ""forward control block comprising hash of preceding owner block""}, {""claim"": 11, ""depends_on"": [], ""subject"": ""method of authenticating data stored in a blockchain system""}, {""claim"": 12, ""depends_on"": [11], ""subject"": ""identifying modification via hash function comparison""}, {""claim"": 13, ""depends_on"": [11], ""subject"": ""accessing modify control block using hash pointer""}, {""claim"": 14, ""depends_on"": [11], ""subject"": ""accessing modify control block using main block hash pointer""}, {""claim"": 15, ""depends_on"": [11], ""subject"": ""identifying modification via modify count indicator""}, {""claim"": 16, ""depends_on"": [1], ""subject"": ""non-transitory computer readable medium""}, {""claim"": 17, ""depends_on"": [1], ""subject"": ""data processing system""}, {""claim"": 18, ""depends_on"": [1], ""subject"": ""portable communication device""}]",[],1,Title and codes suggest classical blockchain security with no explicit PQC or migration signals.
20240205012,APPARATUS AND METHOD FOR SECURING SENSITIVE CUSTOMER INFORMATION AND DATA,JORDAN; BRET et al.,"AFERO, INC.",2022-12-16,2024-06-20,H04L9/3297;H04L9/3247;H04L9/14;H04L9/0866;H04L9/0841;H04L9/006;H04L9/0637;G06V40/161;H04L9/3228;H04L9/3265,"A system and method for securing video content by encrypting it with a temporary session key and a time-based nonce, allowing decryption only within a specific duration.","The invention generates a temporary session key and a time-based nonce valid for a specific duration to encrypt video content. Decryption is only possible using the combination of the temporary session key and the time-based nonce within that duration, after which the content becomes inaccessible.",unclear,none,none,none,,,,none,generation; distribution; destruction,IoT; mobile,,,,,symmetric-cipher,IoT; cloud,method for encrypting video with temporary decryption; machine-readable medium for encrypting video with temporary decryption; system for encrypting video with temporary decryption,,PII; biometric,,,"[{""claim"": 1, ""depends_on"": [], ""subject"": ""method for encrypting video with temporary decryption""}, {""claim"": 2, ""depends_on"": [1], ""subject"": ""nonce generation on separate devices""}, {""claim"": 3, ""depends_on"": [1], ""subject"": ""single nonce generator""}, {""claim"": 4, ""depends_on"": [1], ""subject"": ""expiration of nonce validity""}, {""claim"": 5, ""depends_on"": [1], ""subject"": ""decryption of camera-specific encrypted video""}, {""claim"": 6, ""depends_on"": [5], ""subject"": ""plurality of cameras with unique keys""}, {""claim"": 7, ""depends_on"": [5], ""subject"": ""service decryption of temporary session""}, {""claim"": 8, ""depends_on"": [7], ""subject"": ""object and facial recognition on decrypted video""}, {""claim"": 9, ""depends_on"": [], ""subject"": ""machine-readable medium for encrypting video""}, {""claim"": 10, ""depends_on"": [9], ""subject"": ""nonce generation on separate devices""}, {""claim"": 11, ""depends_on"": [9], ""subject"": ""single nonce generator""}, {""claim"": 12, ""depends_on"": [9], ""subject"": ""expiration of nonce validity""}, {""claim"": 13, ""depends_on"": [9], ""subject"": ""decryption of camera-specific encrypted video""}, {""claim"": 14, ""depends_on"": [13], ""subject"": ""plurality of cameras with unique keys""}, {""claim"": 15, ""depends_on"": [13], ""subject"": ""service decryption of temporary session""}, {""claim"": 16, ""depends_on"": [15], ""subject"": ""object and facial recognition on decrypted video""}, {""claim"": 17, ""depends_on"": [], ""subject"": ""system for encrypting video with temporary decryption""}, {""claim"": 18, ""depends_on"": [17], ""subject"": ""nonce generation on separate devices""}, {""claim"": 19, ""depends_on"": [17], ""subject"": ""single nonce generator""}, {""claim"": 20, ""depends_on"": [17], ""subject"": ""expiration of nonce validity""}, {""claim"": 21, ""depends_on"": [17], ""subject"": ""decryption of camera-specific encrypted video""}, {""claim"": 22, ""depends_on"": [21], ""subject"": ""plurality of cameras with unique keys""}, {""claim"": 23, ""depends_on"": [21], ""subject"": ""service decryption of temporary session""}, {""claim"": 24, ""depends_on"": [23], ""subject"": ""object and facial recognition on decrypted video""}]",[],1,Title and codes suggest classical security; no PQC algorithms or migration signals found.
20240205018,QUANTUM SAFE DIGITAL SIGNATURE SERVICE,,SAP SE,2022-12-14,2024-06-20,H04L9/3247;G06F16/93,,,,,,,,,,,,,,,,,,,,,,,,,,8,"Title explicitly claims quantum-safe signatures, implying PQC migration relevance despite generic CPC codes."
11995194,Self-contained encrypted data and decryption application for third party data storage and data dissemination,Shea; Brad A. et al.,"Wells Fargo Bank, N.A.",2020-03-06,2024-05-28,H04L9/0852;G06N10/00;G06F21/602;H04L9/0822,A method bundles encrypted data with a self-contained decryption application containing key portions and credentials to enable secure third-party storage resistant to quantum attacks.,"The invention provides a method for securing data by encrypting an instance using a cryptographic key and technique, then generating a self-contained decryption application that embeds the necessary key portions and credentials. This encrypted data and the custom decryption application are bundled together into a single unit designed to be stored in an external third-party repository. By integrating the decryption logic directly with the data, the system enables secure storage and dissemination while remaining resistant to quantum computing attacks without relying on the third party for key management.",pqc_only,rip_and_replace,dependent_claim_only,"Quantum technology is mentioned in the background as a threat (Shor's algorithm, Grover's algorithm) and as a motivation for using Post-Quantum Cryptography (PQC). PQC is explicitly claimed in dependent claims 4, 12, and 19. The independent claims (1, 9, 16) define the invention generally using 'cryptographic technique' without mandating PQC, making quantum resistance an optional embodiment rather than a core requirement of the primary invention.",TLS,RSA; AES; Diffie-Hellman; ECDSA; ECDH; SHA-256,Kyber; Dilithium; FrodoKEM; NTRU; Classic McEliece; BIKE; LMS; XMSS; SPHINCS+; Rainbow; Picnic; SIKE; SIDH,quantum_computing,generation; storage; derivation,,knowledge,NIST Post-Quantum Cryptography Standardization Process,quantum-attack; HNDL; cryptanalysis,,symmetric-cipher; KEM; signature,banking; cloud; healthcare,method for providing an encrypted data instance; method for accessing an encrypted data instance; apparatus for providing an encrypted data instance,,financial; PHI; PII,FDIC,,"[{""claim"": 1, ""depends_on"": [], ""subject"": ""method for providing an encrypted data instance""}, {""claim"": 2, ""depends_on"": [1], ""subject"": ""external data repository operated by third party""}, {""claim"": 3, ""depends_on"": [1], ""subject"": ""cloud-based data storage system""}, {""claim"": 4, ""depends_on"": [1], ""subject"": ""post quantum cryptography technique""}, {""claim"": 5, ""depends_on"": [1], ""subject"": ""one use only or limited uses application""}, {""claim"": 6, ""depends_on"": [1], ""subject"": ""credential is a passcode""}, {""claim"": 7, ""depends_on"": [1], ""subject"": ""decryption application based on private key""}, {""claim"": 8, ""depends_on"": [1], ""subject"": ""compiling pre-programmed application format with keys and credentials""}, {""claim"": 9, ""depends_on"": [], ""subject"": ""method for accessing an encrypted data instance""}, {""claim"": 10, ""depends_on"": [9], ""subject"": ""external data repository operated by third party""}, {""claim"": 11, ""depends_on"": [9], ""subject"": ""cloud-based data storage system""}, {""claim"": 12, ""depends_on"": [9], ""subject"": ""post quantum cryptography technique""}, {""claim"": 13, ""depends_on"": [9], ""subject"": ""one use only or limited uses application""}, {""claim"": 14, ""depends_on"": [8], ""subject"": ""credential is a passcode""}, {""claim"": 15, ""depends_on"": [9], ""subject"": ""decryption application based on private key""}, {""claim"": 16, ""depends_on"": [], ""subject"": ""apparatus for providing an encrypted data instance""}, {""claim"": 17, ""depends_on"": [16], ""subject"": ""external data repository operated by third party""}, {""claim"": 18, ""depends_on"": [16], ""subject"": ""cloud-based data storage system""}, {""claim"": 19, ""depends_on"": [16], ""subject"": ""post quantum cryptography technique""}, {""claim"": 20, ""depends_on"": [16], ""subject"": ""one use only or limited uses application""}]","[{""algorithm"": ""Kyber"", ""status"": ""fips_203""}, {""algorithm"": ""Dilithium"", ""status"": ""fips_204""}, {""algorithm"": ""SPHINCS+"", ""status"": ""fips_205""}, {""algorithm"": ""FrodoKEM"", ""status"": ""withdrawn""}, {""algorithm"": ""Classic McEliece"", ""status"": ""round4_candidate""}, {""algorithm"": ""BIKE"", ""status"": ""round4_candidate""}, {""algorithm"": ""LMS"", ""status"": ""stateful_hash_standard""}, {""algorithm"": ""XMSS"", ""status"": ""stateful_hash_standard""}, {""algorithm"": ""Rainbow"", ""status"": ""withdrawn""}, {""algorithm"": ""Picnic"", ""status"": ""round4_candidate""}, {""algorithm"": ""SIKE"", ""status"": ""withdrawn""}, {""algorithm"": ""SIDH"", ""status"": ""withdrawn""}]",,
20240154808,SYSTEMS AND METHODS OF TRACE ID VALIDATION AND TRUST,Cosley; Thomas et al.,"Change Healthcare Holdings, LLC",2022-11-03,2024-05-09,H04L9/3263;H04L9/3213;H04L9/0825;H04L9/3242;H04L9/321;H04L9/006;H04L9/3234,Systems and methods validate and propagate a trusted trace identifier across healthcare transactions using HMAC or encrypted PKI certificates to ensure integrity and traceability.,"The invention validates a trace ID by including a verifiable token, such as an HMAC or encrypted PKI certificate, within the identifier. Upon successful validation, the receiving party propagates this trusted trace ID to third parties for subsequent related transactions.",classical_only,none,none,none,PKI,HMAC; SHA-256,,none,generation; exchange,,possession,,tampering; replay,,MAC; hash; signature,healthcare,method for trace identifier validation and trust; system for trace identifier validation and trust,,transactions,HIPAA,,"[{""claim"": 1, ""depends_on"": [], ""subject"": ""method for trace ID validation and trust""}, {""claim"": 2, ""depends_on"": [1], ""subject"": ""verifiable token in trace ID""}, {""claim"": 3, ""depends_on"": [2], ""subject"": ""HMAC token""}, {""claim"": 4, ""depends_on"": [3], ""subject"": ""UUID and salted HMAC generation""}, {""claim"": 5, ""depends_on"": [4], ""subject"": ""SHA-256 and unique salt""}, {""claim"": 6, ""depends_on"": [5], ""subject"": ""sharing UUID and algorithm ID""}, {""claim"": 7, ""depends_on"": [6], ""subject"": ""validation via salted hash comparison""}, {""claim"": 8, ""depends_on"": [7], ""subject"": ""propagation to third party with validation""}, {""claim"": 9, ""depends_on"": [2], ""subject"": ""encrypted PKI certificate token""}, {""claim"": 10, ""depends_on"": [9], ""subject"": ""re-encryption and third party validation""}, {""claim"": 11, ""depends_on"": [], ""subject"": ""system for trace ID validation and trust""}, {""claim"": 12, ""depends_on"": [11], ""subject"": ""verifiable token in trace ID""}, {""claim"": 13, ""depends_on"": [12], ""subject"": ""HMAC token""}, {""claim"": 14, ""depends_on"": [13], ""subject"": ""UUID and salted HMAC generation""}, {""claim"": 15, ""depends_on"": [14], ""subject"": ""SHA-256 and unique salt""}, {""claim"": 16, ""depends_on"": [15], ""subject"": ""sharing UUID and algorithm ID""}, {""claim"": 17, ""depends_on"": [16], ""subject"": ""validation via salted hash comparison""}, {""claim"": 18, ""depends_on"": [17], ""subject"": ""propagation to third party with validation""}, {""claim"": 19, ""depends_on"": [12], ""subject"": ""encrypted PKI certificate token""}, {""claim"": 20, ""depends_on"": [19], ""subject"": ""re-encryption and third party validation""}]",[],,
