software_name,category_id,category_name,infrastructure_layer,pqc_support,pqc_capability_description,license_type,license,latest_version,release_date,fips_validated,pqc_migration_priority,primary_platforms,target_industries,authoritative_source,repository_url,product_brief,source_type,verification_status,last_verified_date,migration_phases,learning_modules,vendor_id
AWS Identity and Access Management (IAM),CSC-042,Identity & Access Management (IAM),Security Stack,Partial (ML-KEM in transport),AWS IAM is the access control service for all AWS resources. AWS has enabled ML-KEM hybrid TLS 1.3 on the AWS API endpoints and console. IAM policy signing and STS token signing (SigV4) use classical HMAC-SHA256. AWS has not announced ML-DSA migration for SigV4 or IAM credentials. AWS Nitro Enclaves and KMS are separate PQC migration targets.,Commercial,Commercial (AWS),,,Yes (FedRAMP High / FIPS endpoints),Critical,AWS Cloud,Enterprise Finance Government Healthcare,https://aws.amazon.com/iam/,,AWS access control service. ML-KEM hybrid TLS active on AWS API endpoints. SigV4 token signing remains classical — PQC migration for credentials pending.,Trusted Vendor,Partially Verified,2026-03-04,"assess,plan",compliance-strategy;crypto-dev-apis;healthcare-pqc;iam-pqc;kms-pqc;migration-program,VND-001
CrowdStrike Falcon,CSC-049,Cryptographic Discovery Platforms,Security Stack,Planned (sensor transport),CrowdStrike Falcon is a leading EDR/XDR platform. Falcon sensor communicates with the Falcon Cloud via TLS 1.3. CrowdStrike has announced PQC readiness for sensor-to-cloud communications as part of its cryptographic agility initiative. Falcon Exposure Management includes cryptographic inventory capabilities. No GA PQC sensor release as of Q1 2026.,Commercial,Commercial (CrowdStrike),,,No,High,Windows Linux macOS Cloud,Finance Government Healthcare Enterprise Defense,https://www.crowdstrike.com/products/endpoint-security/,,Market-leading EDR/XDR. PQC sensor transport roadmap announced. Falcon Exposure Management provides cryptographic inventory for PQC migration planning.,Trusted Vendor,Needs Verification,2026-03-04,assess,aerospace-pqc;arch-quantum-impact;exec-quantum-impact;healthcare-pqc;migration-program;network-security-pqc;ops-quantum-impact;pqc-risk-management,VND-161
Palo Alto Cortex XDR,CSC-049,Cryptographic Discovery Platforms,Security Stack,Planned,"Palo Alto Cortex XDR is an extended detection and response platform integrating endpoint, network, and cloud telemetry. Agent-to-cloud communications use TLS 1.3. PQC roadmap aligned with Palo Alto's quantum-safe initiative (separate from PAN-OS ML-KEM support). Cortex XSIAM includes cryptographic exposure detection features.",Commercial,Commercial (Palo Alto Networks),,,No,High,Windows Linux macOS Cloud,Finance Government Healthcare Enterprise,https://www.paloaltonetworks.com/cortex/cortex-xdr,,XDR platform with endpoint/network/cloud telemetry. PQC transport roadmap aligned with Palo Alto quantum-safe initiative. Cryptographic exposure detection in Cortex XSIAM.,Trusted Vendor,Needs Verification,2026-03-04,assess,arch-quantum-impact;exec-quantum-impact;healthcare-pqc;migration-program;network-security-pqc;ops-quantum-impact;pqc-risk-management,VND-031
Citrix Virtual Apps and Desktops,CSC-036,Remote Access and VDI Software,Security Stack,Planned,Citrix Virtual Apps and Desktops (CVAD) delivers virtualized applications and desktops over ICA/HDX protocol. All client-server communications use TLS 1.3. PQC migration requires Citrix Gateway (ADC) ML-KEM TLS support and ICA protocol channel encryption upgrade. Citrix has not published a specific PQC roadmap as of Q1 2026.,Commercial,Commercial (Cloud Software Group),2407,2024-07,No,High,Windows Linux Cloud,Finance Healthcare Government Enterprise,https://www.citrix.com/products/citrix-virtual-apps-and-desktops/,,Enterprise VDI and app delivery. PQC migration requires Citrix Gateway ML-KEM and ICA protocol encryption upgrade. No GA PQC roadmap published.,Trusted Vendor,Needs Verification,2026-03-04,assess,healthcare-pqc;migration-program;tls-basics;vpn-ssh-pqc,VND-009
VMware Horizon,CSC-036,Remote Access and VDI Software,Security Stack,Planned,VMware Horizon (now Broadcom) provides VDI and DaaS using the Blast Extreme protocol over HTTPS/WebSocket. TLS 1.3 is used for all management and display protocol connections. PQC migration requires Unified Access Gateway (UAG) ML-KEM support and Blast protocol encryption upgrade. No PQC timeline published under Broadcom ownership.,Commercial,Commercial (Broadcom),8.13,2024-06,No,High,Windows Linux Cloud,Enterprise Government Finance Healthcare,https://www.vmware.com/products/horizon.html,,Enterprise VDI/DaaS platform. PQC migration requires UAG gateway ML-KEM and Blast Extreme protocol upgrade. No PQC roadmap under Broadcom ownership.,Trusted Vendor,Needs Verification,2026-03-04,assess,healthcare-pqc;migration-program;tls-basics;vpn-ssh-pqc,VND-127
Apache Guacamole,CSC-036,Remote Access and VDI Software,Security Stack,Planned (via TLS upgrade),"Apache Guacamole is an open-source clientless remote desktop gateway supporting VNC, RDP, and SSH over HTTPS. Guacamole uses TLS for the browser-to-gateway connection. PQC support depends on the underlying Java TLS stack (JSSE) and SSL termination layer (Nginx/Apache HTTPD). ML-KEM support will propagate from Java 22+ TLS improvements. No dedicated PQC release planned.",Open Source,Apache 2.0,1.5.5,2024-01,No,Medium,Linux Docker,Enterprise Education Government,https://guacamole.apache.org,https://github.com/apache/guacamole-server,Open-source clientless remote desktop gateway. PQC via Java JSSE TLS upgrade. Widely deployed in self-hosted remote access scenarios.,Open Source Foundation,Partially Verified,2026-03-25,assess,network-security-pqc;tls-basics;vpn-ssh-pqc,VND-046
AnyDesk,CSC-036,Remote Access and VDI Software,Security Stack,Planned,AnyDesk provides remote desktop software using its proprietary DeskRT codec with TLS 1.2/1.3 transport. AnyDesk is incorporated in Germany and subject to BSI (Federal Office for Information Security) PQC guidance. No public PQC roadmap announced as of Q1 2026. Transport upgrade to ML-KEM hybrid TLS expected to follow BSI TR-02102 updates.,Commercial,Commercial (AnyDesk),8.x,,No,Medium,Windows Linux macOS iOS Android,Enterprise SMB,https://anydesk.com/en/features/security,,Remote desktop software. German company subject to BSI PQC guidance. Transport PQC expected to follow BSI TR-02102 ML-KEM recommendation adoption.,Trusted Vendor,Needs Verification,2026-03-04,assess,tls-basics;vpn-ssh-pqc,VND-191
PuTTY,CSC-014,SSH Implementation Software,Security Stack,Planned (SSH PQC KEX),PuTTY is the most widely used SSH client on Windows. PuTTY 0.82+ (development) includes experimental support for SSH post-quantum key exchange (sntrup761x25519-sha512 hybrid) following OpenSSH's implementation. ML-KEM hybrid key exchange is on the PuTTY development roadmap. Widely deployed in enterprise and government Windows environments.,Open Source,MIT,0.82,2024-12,No,High,Windows Linux,Enterprise Government Finance,https://www.chiark.greenend.org.uk/~sgtatham/putty/,https://git.tartarus.org/?p=simon/putty.git,Most widely used Windows SSH client. Experimental PQC KEX (sntrup761x25519) in development. ML-KEM hybrid SSH on roadmap for enterprise/government transition.,Open Source Community,Partially Verified,2026-03-04,"assess,plan",migration-program;os-pqc;vpn-ssh-pqc,VND-228
Paramiko (Python SSH),CSC-014,SSH Implementation Software,Security Stack,No,"Paramiko is the standard Python SSH implementation used by Ansible, Fabric, and countless automation scripts. Paramiko 3.x uses classical RSA/ECDSA/Ed25519 for host keys and Diffie-Hellman/ECDH for key exchange. No PQC support implemented or announced. PQC migration requires waiting for upstream SSH protocol PQC KEX standards and Paramiko implementation.",Open Source,LGPL-2.1,3.5.0,2024-09,No,High,Linux Windows macOS,Technology DevOps Enterprise,https://www.paramiko.org,https://github.com/paramiko/paramiko,Standard Python SSH library. Used by Ansible and automation tooling. No PQC support — millions of automation scripts depend on classical SSH.,Open Source Community,Partially Verified,2026-03-04,assess,crypto-dev-apis;os-pqc;vpn-ssh-pqc,VND-000
AsyncSSH,CSC-014,SSH Implementation Software,Security Stack,Partial (sntrup761 hybrid KEX implemented),"AsyncSSH is a Python async SSH library providing both client and server capabilities. AsyncSSH 2.18+ includes support for the sntrup761x25519-sha512@openssh.com post-quantum hybrid key exchange algorithm, mirroring OpenSSH's implementation. ML-KEM migration planned when IETF SSH PQC KEX draft is finalized.",Open Source,EPL-2.0,2.18.0,2024-11,No,Medium,Linux Windows macOS,Technology DevOps,https://asyncssh.readthedocs.io,https://github.com/ronf/asyncssh,Python async SSH library with sntrup761 hybrid KEX support. More PQC-advanced than synchronous Paramiko. Used in modern async Python automation.,Open Source Community,Verified,2026-03-25,"test,migrate",crypto-dev-apis;os-pqc;vpn-ssh-pqc,VND-000
Microsoft Remote Desktop Services (RDS),CSC-036,Remote Access and VDI Software,Security Stack,Planned,Microsoft RDS provides Windows desktop and application delivery over RDP protocol. RDP 10.x uses TLS 1.3 for transport. PQC migration requires Windows Server RDP stack to support ML-KEM hybrid TLS and RDP protocol encryption upgrade. Microsoft has included RDS in its CNSA 2.0 migration roadmap targeting 2027. Windows Server 2025 Preview includes early PQC TLS work.,Commercial,Microsoft Windows Server License,Windows Server 2025,2024-11,No,High,Windows Server,Enterprise Government Finance,https://learn.microsoft.com/en-us/windows-server/remote/remote-desktop-services/,,Windows RDP-based remote desktop. PQC on Microsoft CNSA 2.0 roadmap targeting 2027. Windows Server 2025 includes early ML-KEM TLS groundwork.,Trusted Vendor,Needs Verification,2026-03-04,assess,migration-program;tls-basics;vpn-ssh-pqc,VND-027
Snort IDS/IPS,CSC-018,Cryptographic Protocol Analyzers,Security Stack,Planned (detection rules),"Snort is the original open-source intrusion detection system, now maintained by Cisco. Snort 3.x includes TLS inspector capabilities. PQC-relevant detection rules for hybrid ML-KEM cipher suites are planned for Snort 3.2+ community ruleset. Used in academic and enterprise networks for network-level cryptographic monitoring.",Open Source,GPL-2.0,3.3.7,2024-10,No,Medium,Linux BSD,Government Defense Education Enterprise,https://www.snort.org,https://github.com/snort3/snort3,Original open-source IDS/IPS maintained by Cisco. PQC detection rules for ML-KEM hybrid TLS in development for Snort 3.2+ community ruleset.,Open Source Community,Needs Verification,2026-03-04,assess,aerospace-pqc;arch-quantum-impact;migration-program;network-security-pqc;research-quantum-impact,VND-008
Cisco ASA (Adaptive Security Appliance),CSC-033,Network Security Software,Network,No (Roadmap 2027+),Cisco ASA is the most widely deployed enterprise firewall platform. ASA Software uses classical IKEv2/IPsec for VPN and TLS for management. Cisco has published a quantum-safe networking roadmap targeting ASA/Firepower NGFW ML-KEM hybrid IKEv2 support for 2027 as part of CNSA 2.0 compliance. Current ASA 9.x does not support PQC key exchange.,Commercial,Commercial (Cisco),9.22,2025-01,Yes (FIPS 140-2),Critical,Dedicated Hardware,Enterprise Government Finance Defense,https://www.cisco.com/c/en/us/products/security/adaptive-security-appliance-asa-software/index.html,,Most deployed enterprise firewall. Cisco quantum-safe roadmap targets ML-KEM hybrid IKEv2 VPN for 2027 (CNSA 2.0). Critical migration dependency for enterprise perimeter security.,Trusted Vendor,Partially Verified,2026-03-04,"assess,plan",aerospace-pqc;migration-program;network-security-pqc;vpn-ssh-pqc,VND-008
Cisco Meraki MX (Cloud-Managed Firewall),CSC-033,Network Security Software,Network,No,Cisco Meraki MX is a cloud-managed next-generation firewall/SD-WAN platform used heavily in branch offices and SMB/enterprise deployments. AutoVPN uses IKEv2/IPsec with classical algorithms. Meraki cloud dashboard communications use TLS 1.3 (classical). Cisco has not published a Meraki-specific PQC timeline — expected to follow Cisco's overall quantum-safe roadmap.,Commercial,Commercial (Cisco),MX 18.x,,No,High,Dedicated Hardware,Enterprise SMB Education Retail,https://meraki.cisco.com/products/security-sd-wan/,,Cloud-managed NGFW/SD-WAN for branch offices. AutoVPN uses classical IKEv2. PQC follows Cisco's quantum-safe roadmap — no specific Meraki timeline published.,Trusted Vendor,Verified,2026-03-25,assess,ai-security-pqc;migration-program;network-security-pqc;vpn-ssh-pqc,VND-008
Juniper SRX Series Firewalls,CSC-033,Network Security Software,Network,Planned,"Juniper SRX Series firewalls run Junos OS and provide enterprise-grade IPsec VPN, IPS, and application security. Juniper has published a quantum-safe roadmap including ML-KEM hybrid IKEv2 for Junos OS targeting 2026. Juniper Networks is part of the ETSI QKD and NIST PQC working groups. SRX is widely deployed in carrier-grade and enterprise data center perimeters.",Commercial,Commercial (Juniper Networks),Junos 24.2,2024-10,Yes (FIPS 140-2),Critical,Dedicated Hardware,Enterprise Telecom Government Finance Defense,https://www.juniper.net/us/en/products/security/srx-series.html,,Enterprise/carrier NGFW on Junos OS. ML-KEM hybrid IKEv2 planned for Junos 2026. Juniper active in ETSI QKD and NIST PQC working groups.,Trusted Vendor,Partially Verified,2026-03-04,"assess,plan",5g-security;aerospace-pqc;network-security-pqc;qkd;vpn-ssh-pqc,VND-023
Fortinet FortiGate (FortiOS),CSC-033,Network Security Software,Network,Planned,Fortinet FortiGate is the market-leading enterprise firewall/NGFW with the largest global market share. FortiOS 7.6+ roadmap includes quantum-safe VPN using ML-KEM hybrid IKEv2 for IPsec tunnels. Fortinet FortiGuard Labs has published PQC threat intelligence. No GA ML-KEM release as of Q1 2026. FortiGate is critical for APAC enterprise and government networks.,Commercial,Commercial (Fortinet),7.6.2,2025-01,Yes (FIPS 140-2),Critical,Dedicated Hardware Virtual Cloud,Enterprise Government Finance Healthcare Telecom,https://www.fortinet.com/products/next-generation-firewall,,World's most widely deployed NGFW by units. ML-KEM hybrid IKEv2 VPN in FortiOS 7.6+ roadmap. Critical migration dependency for enterprise and APAC government networks.,Trusted Vendor,Partially Verified,2026-03-04,"assess,plan",5g-security;healthcare-pqc;migration-program;network-security-pqc;vpn-ssh-pqc,VND-016
