reference_id,document_title,download_url,initial_publication_date,last_update_date,last_verified,document_status,short_description,document_type,applicable_industries,authors_or_organization,dependencies,region_scope,AlgorithmFamily,SecurityLevels,ProtocolOrToolImpact,ToolchainSupport,MigrationUrgency,change_status,manual_category,downloadable,free_summary_url,access_type,local_file,module_ids,misc_info,trusted_source_id,peer_reviewed,vetting_body,github_contribution_url,download_url_quality,trusted_source_id_status,data_quality_notes,confidence_score,status,deprecated_at,deprecated_reason,pqc_heatmap_protocols,pqc_heatmap_protocols_evidence,math_family,pqc_round,lifecycle_state,superseded_by,purpose
IETF RFC 9701,JSON Web Token (JWT) Response for OAuth Token Introspection,https://www.rfc-editor.org/rfc/rfc9701,2025-01-30,2025-01-01,2026-08-11,Published,This specification defines a JSON Web Token (JWT) response format for OAuth 2.0 Token Introspection to provide stronger assurance and cryptographic security for token state verification.,RFC,IT; Cryptography Research,IETF,,PQC-REGION-GLOBAL,,,OAuth 2.0 Token Introspection; JWT,Reference,Low,New,Migration Guidance,yes,,,library/IETF_RFC_9701.html,digital-id;iam-pqc,,ietf,yes,IETF,,url_authoritative,registered,Proposed 2026-05-06: dates normalized ISO 8601; download_url_quality flag added; trusted_source_id_status tagged. | Re-verified 2026-07-09: document_title corrected to match rfc-editor.org actual title for RFC 9701 (previously mislabeled with the title of an unrelated IETF draft - SD-JWT for Verifiable Credentials); short_description already matched the real RFC 9701 content but the pre-existing title did not.,85,active,,,,,,,,,reference
IETF RFC 6979,Deterministic Usage of the Digital Signature Algorithm (DSA) and Elliptic Curve Digital Signature Algorithm (ECDSA),https://www.rfc-editor.org/rfc/rfc6979,2013-08-08,2013-08-01,2026-08-11,Published,This document defines a deterministic digital signature generation procedure for DSA and ECDSA that eliminates the need for high-quality randomness during signature generation.,Reference,IT; Cryptography Research,IETF,,PQC-REGION-GLOBAL,,,,Reference,Low,New,Algorithm Specifications,yes,,,library/IETF_RFC_6979.html,digital-assets; entropy-randomness,,ietf,yes,IETF,,url_authoritative,registered,Proposed 2026-05-06: dates normalized ISO 8601; download_url_quality flag added; trusted_source_id_status tagged.,85,active,,,,,,,,,
NIST SP 800-90B,Recommendation for the Entropy Sources Used for Random Bit Generation,https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.800-90B.pdf,2018-01,2018-01-01,2026-08-11,Published,Recommendation for the Entropy Sources Used for Random Bit Generation,Reference,IT; Cryptography Research,NIST,,US;PQC-REGION-GLOBAL,,,,Reference,Low,New,Algorithm Specifications,yes,,,library/NIST_SP_800-90B.pdf,,,nist-csrc,yes,NIST,,url_authoritative,registered,Proposed 2026-05-06: dates normalized ISO 8601; download_url_quality flag added; trusted_source_id_status tagged.,85,deprecated,2026-08-21,duplicate of NIST-SP-800-90B — byte-identical capture under a different download_url (landing page vs the artifact it links to). Merged 2026-08-21: citations across every registry repointed to the survivor and this row's module_ids unioned onto it.,,,,,,NIST-SP-800-90B,
NIST SP 800-90A,Recommendation for Random Number Generation Using Deterministic Random Bit Generators Rev 1,https://csrc.nist.gov/publications/detail/sp/800-90a/rev-1/final,2015-06,2015-06-01,2026-08-11,Published,Recommendation for Random Number Generation Using Deterministic Random Bit Generators Rev 1,Reference,IT; Cryptography Research,NIST,,US;PQC-REGION-GLOBAL,,,,Reference,Low,New,Algorithm Specifications,yes,,,library/NIST_SP_800-90A.pdf,,,nist-csrc,yes,NIST,,url_authoritative,registered,Proposed 2026-05-06: dates normalized ISO 8601; download_url_quality flag added; trusted_source_id_status tagged.,85,deprecated,2026-08-21,duplicate of NIST-SP-800-90A-R1 — byte-identical capture under a different download_url (landing page vs the artifact it links to). Merged 2026-08-21: citations across every registry repointed to the survivor and this row's module_ids unioned onto it.,,,,,,NIST-SP-800-90A-R1,
NIST SP 800-108,Recommendation for Key Derivation Using Pseudorandom Functions,https://csrc.nist.gov/pubs/sp/800/108/r1/upd1/final,2022-08,2022-08-01,2026-08-11,Published,Recommendation for Key Derivation Using Pseudorandom Functions,Reference,IT; Cryptography Research,NIST,,US;PQC-REGION-GLOBAL,,,,Reference,Low,New,Algorithm Specifications,yes,,,library/NIST_SP_800-108.pdf,kms-pqc,,nist-csrc,yes,NIST,,url_authoritative,registered,Proposed 2026-05-06: dates normalized ISO 8601; download_url_quality flag added; trusted_source_id_status tagged.,85,deprecated,2026-08-21,duplicate of NIST-SP-800-108-R1 — byte-identical capture under a different download_url (landing page vs the artifact it links to). Merged 2026-08-21: citations across every registry repointed to the survivor and this row's module_ids unioned onto it.,,,,,,NIST-SP-800-108-R1,
IETF RFC 9909,Internet X.509 Public Key Infrastructure Certificate and CRL Profile for ML-DSA,https://www.rfc-editor.org/rfc/rfc9909,2025-01-01,2025-01-01,,Published,Internet X.509 Public Key Infrastructure Certificate and CRL Profile for ML-DSA,RFC,IT; Cryptography Research,IETF,,PQC-REGION-GLOBAL,ML-DSA,,X.509,Reference,Low,New,Migration Guidance,yes,,,library/IETF_RFC_9909.html,code-signing;pki-enrollment-protocols,,ietf,yes,IETF,,url_authoritative,registered,Proposed 2026-05-06: dates normalized ISO 8601; download_url_quality flag added; trusted_source_id_status tagged. | Fixed 2026-07-11: superseded_by set to 'RFC-9909' (was '') so this revision correctly rolls into the current active tile.,85,deprecated,2026-05-15,duplicate of RFC-9909 (consolidated to canonical hyphenated form),,,,,,RFC-9909,
draft-ietf-lamps-cert-binding-for-multi-auth,X.509 Certificate Extension for Binding to Multiple Authentication Algorithms,https://datatracker.ietf.org/doc/draft-ietf-lamps-cert-binding-for-multi-auth/,2024-05-01,2024-05-01,,Internet-Draft (Expired 2025-06-13; check IETF Datatracker for latest revision),X.509 Certificate Extension for Binding to Multiple Authentication Algorithms,Internet-Draft,IT; Cryptography Research,IETF,,PQC-REGION-GLOBAL,,,TLS; IKEv2; CMS; S/MIME,Reference,Low,Updated,Migration Guidance,yes,,,library/draft-ietf-lamps-cert-binding-for-multi-auth.html,hybrid-crypto;pki-workshop,,ietf,partial,IETF,,url_authoritative,registered,Proposed 2026-05-06: dates normalized ISO 8601; download_url_quality flag added; trusted_source_id_status tagged.,60,deprecated,2026-06-05,Published as RFC 9763 (2025-06) — superseded by RFC-9763,,,,,,RFC-9763,
IETF RFC 5480,Elliptic Curve Cryptography Subject Public Key Information,https://www.rfc-editor.org/rfc/rfc5480,2009-03-10,2009-03-01,2026-08-11,Published,Elliptic Curve Cryptography Subject Public Key Information,RFC,IT; Cryptography Research,IETF,,PQC-REGION-GLOBAL,,,X.509,Reference,Low,New,Migration Guidance,yes,,,library/IETF_RFC_5480.html,pki-workshop; hybrid-crypto,,ietf,yes,IETF,,url_authoritative,registered,Proposed 2026-05-06: dates normalized ISO 8601; download_url_quality flag added; trusted_source_id_status tagged.,85,active,,,,,,,,,reference
IETF RFC 4556,Public Key Cryptography for Initial Authentication in Kerberos (PKINIT),https://www.rfc-editor.org/rfc/rfc4556,2006-06-30,2006-06-01,2026-08-11,Published,Public Key Cryptography for Initial Authentication in Kerberos (PKINIT),RFC,IT; Cryptography Research,IETF,,PQC-REGION-GLOBAL,,,Kerberos; X.509,Reference,Low,New,Migration Guidance,yes,,,library/IETF_RFC_4556.html,iam-pqc,,ietf,yes,IETF,,url_authoritative,registered,Proposed 2026-05-06: dates normalized ISO 8601; download_url_quality flag added; trusted_source_id_status tagged.,85,active,,,,,,,,,reference
draft-ietf-tls-merkle-tree-certs,Merkle Tree Certificates,https://www.ietf.org/archive/id/draft-ietf-plants-merkle-tree-certs-04.html,2025-01-01,2026-05-24,,Published,Merkle Tree Certificates for TLS,Internet-Draft,IT; Cryptography Research,IETF,,PQC-REGION-GLOBAL,ML-DSA-44; ML-DSA-65,,X.509; TLS,Reference,Low,Updated,Migration Guidance,yes,,,library/draft-ietf-tls-merkle-tree-certs.html,tls-basics,,ietf,partial,IETF,,url_authoritative,registered,Proposed 2026-05-06: dates normalized ISO 8601; download_url_quality flag added; trusted_source_id_status tagged. | 2026-06-05: refreshed to latest version — draft-ietf-plants-merkle-tree-certs-04 (2026-05-24),60,deprecated,2026-06-06,superseded by draft-ietf-plants-merkle-tree-certs (revision consolidation 2026-06-06),,,,,,draft-ietf-plants-merkle-tree-certs,
IETF RFC 3394,Advanced Encryption Standard (AES) Key Wrap Algorithm,https://www.rfc-editor.org/rfc/rfc3394,2002-09-01,2002-09-01,,Published,Advanced Encryption Standard (AES) Key Wrap Algorithm,Reference,IT; Cryptography Research,IETF,,PQC-REGION-GLOBAL,,,,Reference,Low,New,Algorithm Specifications,yes,,,library/IETF_RFC_3394.html,kms-pqc;database-encryption-pqc,,ietf,yes,IETF,,url_authoritative,registered,Proposed 2026-05-06: dates normalized ISO 8601; download_url_quality flag added; trusted_source_id_status tagged.,85,deprecated,2026-06-06,superseded by RFC 3394 (revision consolidation 2026-06-06),,,,,,RFC 3394,
draft-ietf-plants-merkle-tree-certs-00,Merkle Tree Certificates,https://www.ietf.org/archive/id/draft-ietf-plants-merkle-tree-certs-04.html,2023-01-01,2026-05-24,,Published,Merkle Tree Certificates (version 00),Internet-Draft,IT; Cryptography Research,IETF,,PQC-REGION-GLOBAL,ML-DSA-44; ML-DSA-65,,X.509; TLS,Reference,Low,Updated,Migration Guidance,yes,,,library/draft-ietf-plants-merkle-tree-certs-00.html,,,ietf,partial,IETF,,url_authoritative,registered,Proposed 2026-05-06: dates normalized ISO 8601; download_url_quality flag added; trusted_source_id_status tagged. | 2026-06-05: refreshed to latest version — draft-ietf-plants-merkle-tree-certs-04 (2026-05-24),60,deprecated,2026-06-06,superseded by draft-ietf-plants-merkle-tree-certs (revision consolidation 2026-06-06),,,,,,draft-ietf-plants-merkle-tree-certs,
draft-ietf-plants-merkle-tree-certs-01,Merkle Tree Certificates,https://www.ietf.org/archive/id/draft-ietf-plants-merkle-tree-certs-04.html,2023-05-01,2026-05-24,,Published,Merkle Tree Certificates (version 01),Internet-Draft,IT; Cryptography Research,IETF,,PQC-REGION-GLOBAL,ML-DSA-44; ML-DSA-65,,X.509; TLS,Reference,Low,Updated,Migration Guidance,yes,,,library/draft-ietf-plants-merkle-tree-certs-01.html,,,ietf,partial,IETF,,url_authoritative,registered,Proposed 2026-05-06: dates normalized ISO 8601; download_url_quality flag added; trusted_source_id_status tagged. | 2026-06-05: refreshed to latest version — draft-ietf-plants-merkle-tree-certs-04 (2026-05-24),60,deprecated,2026-06-06,superseded by draft-ietf-plants-merkle-tree-certs (revision consolidation 2026-06-06),,,,,,draft-ietf-plants-merkle-tree-certs,
NIST SP 800-207,Zero Trust Architecture,https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.800-207.pdf,2020-08,2020-08-01,2026-08-11,Published,"This document defines Zero Trust Architecture (ZTA) principles, logical components, and deployment models to shift cybersecurity defenses from network perimeters to users, assets, and resources.",Standard,IT; Cryptography Research,NIST,,US;PQC-REGION-GLOBAL,,,X.509,Reference,Low,New,NIST Standards,yes,,,library/NIST_SP_800-207.pdf,network-security-pqc;iam-pqc;arch-quantum-impact,,nist-csrc,yes,NIST,,url_authoritative,registered,Proposed 2026-05-06: dates normalized ISO 8601; download_url_quality flag added; trusted_source_id_status tagged.,85,active,,,,,,,,,
draft-sfluhrer-ssh-mldsa,SSH Support of ML-DSA,https://www.ietf.org/archive/id/draft-sfluhrer-ssh-mldsa-06.html,2026-04-07,2026-04-07,2026-08-11,Published,This document describes the use of ML-DSA digital signatures for authentication within the Secure Shell (SSH) protocol.,Internet-Draft,IT; Cryptography Research,IETF,,PQC-REGION-GLOBAL,ML-DSA,,SSH,Reference,Low,Updated,Migration Guidance,yes,,,library/draft-sfluhrer-ssh-mldsa.html,vpn-ssh-pqc;os-pqc,,ietf,partial,IETF,,url_authoritative,registered,Proposed 2026-05-06: dates normalized ISO 8601; download_url_quality flag added; trusted_source_id_status tagged. | 2026-06-05: refreshed to latest version — draft-sfluhrer-ssh-mldsa-06 (2026-04-07),60,active,,,,,,,,,reference
IETF RFC 5656,Elliptic Curve Algorithm Integration in the Secure Shell Transport Layer,https://www.rfc-editor.org/rfc/rfc5656,2009-12-14,2009-12-01,2026-08-11,Published,Elliptic Curve Algorithm Integration in the Secure Shell Transport Layer,RFC,IT; Cryptography Research,IETF,,PQC-REGION-GLOBAL,,,SSH,Reference,Low,New,Migration Guidance,yes,,,library/IETF_RFC_5656.html,vpn-ssh-pqc; os-pqc,,ietf,yes,IETF,,url_authoritative,registered,Proposed 2026-05-06: dates normalized ISO 8601; download_url_quality flag added; trusted_source_id_status tagged.,85,active,,,,,,,,,reference
IETF RFC 8709,Ed25519 and Ed448 Public Key Algorithms for the Secure Shell (SSH) Protocol,https://www.rfc-editor.org/rfc/rfc8709,2020-02-25,2020-02-01,2026-08-11,Published,Ed25519 and Ed448 Public Key Algorithms for the Secure Shell (SSH) Protocol,RFC,IT; Cryptography Research,IETF,,PQC-REGION-GLOBAL,,,SSH,Reference,Low,New,Migration Guidance,yes,,,library/IETF_RFC_8709.html,vpn-ssh-pqc; os-pqc,,ietf,yes,IETF,,url_authoritative,registered,Proposed 2026-05-06: dates normalized ISO 8601; download_url_quality flag added; trusted_source_id_status tagged.,85,active,,,,,,,,,reference
IETF RFC 4880,OpenPGP Message Format,https://www.rfc-editor.org/rfc/rfc4880,2007-11-01,2007-11-01,,Obsoleted by RFC 9580,OpenPGP Message Format,RFC,IT; Cryptography Research,IETF,,PQC-REGION-GLOBAL,,,OpenPGP,Reference,Low,Updated,Migration Guidance,yes,,,library/IETF_RFC_4880.html,email-signing,Obsoleted by RFC 9580 (Crypto Refresh),ietf,yes,IETF,,url_authoritative,registered,Proposed 2026-05-06: dates normalized ISO 8601; download_url_quality flag added; trusted_source_id_status tagged. | Fixed 2026-07-11: superseded_by set to 'RFC 9580' (was '') so this revision correctly rolls into the current active tile.,85,deprecated,2026-05-15,obsoleted by RFC 9580,,,,,,RFC 9580,
IETF RFC 9258,Importing Externally Supplied Keys into IKEv2,https://www.rfc-editor.org/rfc/rfc9258,2022-07-01,2022-07-01,,Published,Importing Externally Supplied Keys into IKEv2,Compliance Framework,IT; Cryptography Research,IETF,,PQC-REGION-GLOBAL,,,TLS 1.3; TLS; DTLS; QUIC,Reference,Low,New,Government & Policy,yes,,,library/IETF_RFC_9258.html,vpn-ssh-pqc,,ietf,yes,IETF,,url_authoritative,registered,Proposed 2026-05-06: dates normalized ISO 8601; download_url_quality flag added; trusted_source_id_status tagged.,85,deprecated,2026-06-06,superseded by RFC-9258 (revision consolidation 2026-06-06),,,,,,RFC-9258,
IETF RFC 9180,Hybrid Public Key Encryption,https://www.rfc-editor.org/rfc/rfc9180,2022-02-01,2022-02-01,,Published,Hybrid Public Key Encryption,Reference,IT; Cryptography Research,IETF,,PQC-REGION-GLOBAL,,,Messaging Layer Security; TLS Encrypted ClientHello,Reference,Low,New,Algorithm Specifications,yes,,,library/IETF_RFC_9180.html,hybrid-crypto;kms-pqc,,ietf,yes,IETF,,url_authoritative,registered,Proposed 2026-05-06: dates normalized ISO 8601; download_url_quality flag added; trusted_source_id_status tagged.,85,deprecated,2026-06-06,superseded by RFC 9180 (revision consolidation 2026-06-06),,,,,,RFC 9180,
IETF RFC 9700,Updates to the Extensible Authentication Protocol for PQC,https://www.ietf.org/archive/id/draft-ietf-emu-pqc-eap-tls-00.txt,2025-01-30,2025-01-01,2026-08-16,Published,Updates to the Extensible Authentication Protocol for PQC,Internet-Draft,IT; Cryptography Research,IETF,,PQC-REGION-GLOBAL,,,OAuth 2.0; OpenID Connect,Reference,Low,New,Government & Policy,yes,,,library/IETF_RFC_9700.txt,vpn-ssh-pqc;iam-pqc,,ietf,yes,IETF,,url_authoritative,registered,"Proposed 2026-05-06: dates normalized ISO 8601; download_url_quality flag added; trusted_source_id_status tagged. | 2026-08-16: cached file was RFC 9700 (OAuth 2.0 Security BCP) -- that RFC number is unrelated to this row's actual topic. No published RFC exists yet for EAP+PQC; repointed to the real, WG-adopted target, draft-ietf-emu-pqc-eap-tls-00. The reference_id 'IETF RFC 9700' is left unchanged (renaming would require updating concept_registry/xwalk/trusted_source_xref cross-references, out of scope for this fix) but is now KNOWN INACCURATE -- this document is a draft, not RFC 9700. | 2026-08-16: audit-signal false positive -- cached .txt file already holds the correct draft-ietf-emu-pqc-eap-tls-00 text and matches a live re-fetch byte-for-byte; the sweep's 'zero chars extracted' reading does not reflect the file's actual content.",85,deprecated,2026-08-23,"MISNAMED, and a duplicate. This row is not RFC 9700. Its own document_title reads ""Updates to the Extensible Authentication Protocol for PQC"", its download_url is draft-ietf-emu-pqc-eap-tls-00.txt, and its cached capture opens ""EAP Method Update T. Reddy Internet-Draft Nokia ... Intended status: Standards Track 14 May 2026"" — it is the EAP-TLS PQC Internet-Draft, which the catalogue ALSO holds correctly named as Post-Quantum-Enhancements-to-TLS-Based-EAP-Methods-WG-draft. Meanwhile document_status claimed ""Published"". secrets-management-pqc cites ""RFC 9700 (OAuth 2...)"", meaning the real RFC 9700 (Best Current Practice for OAuth 2.0 Security), which was not in the catalogue at all — so a reader following this citation reached an unrelated draft.",,,,,,Post-Quantum-Enhancements-to-TLS-Based-EAP-Methods-WG-draft,
draft-sfluhrer-ipsecme-ikev2-mldsa,IKEv2 Support of ML-DSA,https://www.ietf.org/archive/id/draft-sfluhrer-ipsecme-ikev2-mldsa-01.html,2025-07-28,2024-05-01,2026-08-11,Internet-Draft (Expired 2026-01-29; check IETF Datatracker for latest revision),This document describes how to use the ML-DSA post-quantum signature algorithm for authentication within IKEv2 as a replacement for traditional algorithms.,Internet-Draft,IT; Cryptography Research,IETF,,PQC-REGION-GLOBAL,ML-DSA,,IKEv2,Reference,Low,Updated,Migration Guidance,yes,,,library/draft-sfluhrer-ipsecme-ikev2-mldsa.html,vpn-ssh-pqc,,ietf,partial,IETF,,url_authoritative,registered,Proposed 2026-05-06: dates normalized ISO 8601; download_url_quality flag added; trusted_source_id_status tagged.,60,active,,,,,,,,,reference
