software_name,category_id,category_name,infrastructure_layer,pqc_support,pqc_capability_description,license_type,license,latest_version,release_date,fips_validated,pqc_migration_priority,primary_platforms,target_industries,authoritative_source,repository_url,product_brief,source_type,verification_status,last_verified_date,migration_phases,learning_modules,vendor_id,trusted_source_id,evidence_flags
MongoDB Queryable Encryption,CSC-007,Database Encryption Software,Database,Unknown,,Commercial,SSPL/Commercial,8.2,2024-10,No,High,Linux Windows macOS,"Finance, Healthcare, Retail, Government",https://www.mongodb.com/docs/manual/core/queryable-encryption/,https://github.com/mongodb/libmongocrypt,MongoDB client-side encryption. AES-256 is quantum-safe but key wrapping uses classical algorithms.,Trusted Vendor,Verified,2026-03-30,launch,data-asset-sensitivity;database-encryption-pqc;healthcare-pqc;kms-pqc,VND-222,microsoft,
SQL Server TDE/Always Encrypted,CSC-007,Database Encryption Software,Database,Unknown,,Commercial,Commercial,SQL Server 2022,2025-11,Yes (FIPS 140-2),High,Windows Linux (Docker),"Finance, Healthcare, Government, Enterprise",https://learn.microsoft.com/en-us/sql/relational-databases/security/encryption/transparent-data-encryption,,Microsoft SQL Server encryption. Classical RSA key wrapping. CNG has PQC but SQL Server has not adopted it.,Trusted Vendor,Verified,2026-02-16,launch,data-asset-sensitivity;database-encryption-pqc;healthcare-pqc;kms-pqc,VND-027,microsoft,
PostgreSQL pgcrypto,CSC-007,Database Encryption Software,Database,Unknown,,Open Source,PostgreSQL License,17.9,2026-02,No,High,Linux Windows macOS,All industries,https://www.postgresql.org/docs/current/pgcrypto.html,,PostgreSQL encryption extension. Uses OpenSSL backend but does not expose PQC algorithms.,Open Source Foundation,Verified,2026-03-30,launch,crypto-dev-apis;data-asset-sensitivity;database-encryption-pqc;kms-pqc,VND-075,ietf,
MySQL Enterprise Encryption,CSC-007,Database Encryption Software,Database,Unknown,,Commercial,Commercial/GPLv2,9.2,2025-01,No,High,Linux Windows macOS,"Finance, Healthcare, Enterprise",https://dev.mysql.com/doc/refman/en/enterprise-encryption.html,,MySQL enterprise encryption functions. Classical RSA/DSA/ECDH only.,Trusted Vendor,Verified,2026-02-16,launch,data-asset-sensitivity;database-encryption-pqc;healthcare-pqc;kms-pqc,VND-029,ietf,
CockroachDB Encryption,CSC-007,Database Encryption Software,Database,Unknown,,Commercial,BSL/CockroachDB License,25.2,2025-11,No,High,Linux Windows macOS,"Finance, Enterprise, SaaS",https://www.cockroachlabs.com/docs/stable/encryption.html,https://github.com/cockroachdb/cockroach,CockroachDB encryption at rest. AES-256 is quantum-safe. Go stdlib ML-KEM not integrated.,Trusted Vendor,Verified,2026-02-16,launch,data-asset-sensitivity;database-encryption-pqc;kms-pqc,VND-221,microsoft,
Proton Mail,CSC-008,Email Encryption Software,Application,Planned (with details),First major email provider to deploy post-quantum encryption. Initially deployed with ML-KEM in September 2023; migrated to NIST-standardized ML-KEM (FIPS 203) following its August 2024 standardization. Uses hybrid Curve25519 + ML-KEM key encapsulation for end-to-end encrypted email.,Open Source,Open Source (Server proprietary),5.x,2025,No,High,Web iOS Android,"Consumer, Enterprise, Government",https://proton.me/blog/post-quantum-encryption,https://github.com/ProtonMail,First email provider with production PQC encryption protecting emails against quantum threats.,Trusted Vendor,Verified,2026-03-25,launch,email-signing,VND-225,microsoft,no-cert-backing
GnuPG,CSC-008,Email Encryption Software,Application,Unknown,,Open Source,GPLv3,2.5.18,2024-09,No,High,Linux macOS Windows,All industries,https://lists.gnu.org/archive/html/info-gnu/2025-12/msg00008.html,https://github.com/gpg/gnupg,Reference OpenPGP implementation with PQC composite key support for quantum-resistant email and file encryption.,Open Source Foundation,Verified,2026-03-30,launch,email-signing,VND-196,ietf,
Adobe Acrobat Sign,CSC-009,Digital Signature Software,Application,Unknown,,Commercial,Commercial,Current,2025,No,High,Web iOS Android Desktop,"Finance, Legal, Government, Healthcare",https://www.adobe.com/sign.html,,Leading eSignature platform. PQC dependent on ETSI PAdES and CA ecosystem readiness.,Trusted Vendor,Verified,2026-03-25,migrate,email-signing;healthcare-pqc,VND-166,ietf,
DigiCert SigningHub,CSC-009,Digital Signature Software,Application,Unknown,,Commercial,Commercial,Current,2025,Yes (via DigiCert PKI) (classical algorithms only; PQC not in FIPS scope),High,Cloud Web,"Finance, Legal, Government, Healthcare",https://www.digicert.com/signing/signhub,,Cloud document signing with PQC roadmap through DigiCert PQC certificate infrastructure.,Trusted Vendor,Verified,2026-03-30,migrate,email-signing;healthcare-pqc;migration-program,VND-012,digicert,fips-classical-only
GlobalSign Digital Signing Service,CSC-009,Digital Signature Software,Application,Unknown,,Commercial,Commercial,Current,2025,No,High,Cloud API,"Finance, Legal, Government",https://www.globalsign.com/en/digital-signing-service,,CA-backed digital signing service. PQC dependent on CA/Browser Forum PQC certificate standards.,Trusted Vendor,Partially Verified,2026-03-25,migrate,email-signing,VND-173,ietf,
sigstore/cosign,CSC-017,Code Signing and Software Integrity,Application,Unknown,,Open Source,Apache-2.0,3.0.5,2026-02,No,High,Linux macOS Windows,All industries,https://www.sigstore.dev/,https://github.com/sigstore/cosign,Keyless code signing for containers with PQC cryptographic agility. ML-DSA in protobuf specs; private instances can experiment with PQC signing.,Open Source Foundation,Verified,2026-03-30,migrate,code-signing;os-pqc;platform-eng-pqc;secure-boot-pqc,VND-072,pqca,
Microsoft SignTool,CSC-017,Code Signing and Software Integrity,Application,Unknown,,Commercial,Commercial,Windows SDK,2025,Yes (via CNG),High,Windows,"Enterprise, Software Development",https://learn.microsoft.com/en-us/windows/win32/seccrypto/signtool,,Windows code signing tool. PQC primitives in CNG but Authenticode format not yet updated.,Trusted Vendor,Partially Verified,2026-03-25,migrate,code-signing;secure-boot-pqc,VND-027,microsoft,
Apple codesign,CSC-017,Code Signing and Software Integrity,Application,"Yes (ACVP: ML-DSA, ML-KEM)",Apple shipped ML-KEM 768/1024 and ML-DSA-65/87 in CryptoKit (iOS 26/macOS Tahoe Sep 2025) with Secure Enclave support and formal verification. Code signing infrastructure (codesign tool Mach-O code signature format notarization service) not yet updated for PQC. No announced PQC code signing timeline.,Proprietary,Commercial,Xcode 17.x,2025-09,No,High,macOS iOS,"Software Development, Enterprise",https://developer.apple.com/documentation/security/code_signing_services,,Apple platform code signing. ML-KEM/ML-DSA available in CryptoKit with Secure Enclave support but code signing infrastructure not yet updated for PQC.,Trusted Vendor,Partially Verified,2026-03-25,migrate,code-signing;confidential-computing,VND-002,apple,
Notary Project,CSC-017,Code Signing and Software Integrity,Application,Unknown,,Open Source,Apache-2.0,1.3.0,2025-02,No,High,Linux macOS Windows,All industries,https://notaryproject.dev/,https://github.com/notaryproject/notation,CNCF container image signing. Plugin architecture may enable future PQC integration.,Open Source Foundation,Verified,2026-03-30,migrate,code-signing;platform-eng-pqc;secure-boot-pqc,VND-072,pqca,
GPG Code Signing,CSC-017,Code Signing and Software Integrity,Application,Unknown,,Open Source,GPLv3,2.5.18,2024-09,No,High,Linux macOS Windows,All industries,https://gnupg.org/,https://github.com/gpg/gnupg,OpenPGP with PQC composite key encapsulation (ML-KEM). PQC code signing signatures not yet available.,Open Source Foundation,Verified,2026-03-30,migrate,code-signing;os-pqc,VND-196,ietf,
DigiCert Software Trust Manager,CSC-017,Code Signing and Software Integrity,Application,Unknown,,Commercial,Commercial,1.1049.0,2025-07,Yes (DigiCert PKI),High,Cloud API CI/CD,"Enterprise, Software Development",https://docs.digicert.com/en/platform-overview/digicert-solutions-for-post-quantum-computing.html,,Enterprise code signing platform with production ML-DSA support. Private PQC certificates via Trust Lifecycle Manager.,Trusted Vendor,Verified,2026-02-24,migrate,code-signing;platform-eng-pqc;secure-boot-pqc,VND-012,digicert,
AWS KMS (Cloud Gateway),CSC-028,Cloud Encryption Gateways,Cloud,"Yes (ACVP: ML-DSA, ML-KEM)",KMS API endpoints support hybrid PQC TLS key exchange (ECDH + ML-KEM) for data in transit protection. Powered by AWS-LC with FIPS 140-3 validated ML-KEM. Native PQC key types on roadmap.,Commercial,Commercial (AWS),Current,2025,Yes (FIPS 140-3 L3 #4884),High,AWS Cloud,All industries,https://aws.amazon.com/kms/,,Managed key management with hybrid PQC TLS for API calls. Native PQC key types on roadmap.,Trusted Vendor,Verified,2026-03-25,"migrate,launch,rampup",crypto-dev-apis;kms-pqc;migration-program;secrets-management-pqc;web-gateway-pqc,VND-001,amazon-aws,
Google Cloud KMS (Cloud Gateway),CSC-028,Cloud Encryption Gateways,Cloud,"Yes (ACVP: ML-DSA, ML-KEM, SLH-DSA)",Cloud encryption gateway with PQC key types. ML-KEM-768/1024 and X-Wing (Preview) for key encapsulation. ML-DSA-65 and SLH-DSA (Preview) for signing. Powered by BoringCrypto and Tink. Cloud HSM uses Marvell LiquidSecurity.,Commercial,Commercial (Google),Current,2025-10,Yes (FIPS 140-3 L1 BoringCrypto #5104; L3 Cloud HSM #4700),High,Google Cloud,All industries,https://cloud.google.com/kms,,Cloud encryption gateway with industry-leading PQC key type support for encapsulation and signing.,Trusted Vendor,Verified,2026-03-30,"migrate,launch,rampup",kms-pqc;secrets-management-pqc;web-gateway-pqc,VND-018,google,ml-kem-may-be-preview-not-ga
Fortanix Data Security Manager,CSC-028,Cloud Encryption Gateways,Cloud,Yes (ACVP: LMS),Multicloud key management with Confidential Computing (Intel SGX). PQC algorithm support on product roadmap but not confirmed as shipped.,Commercial,Commercial,Current,2025,Yes (FIPS 140-2 L3 #4139; sunset 2026-09-21) (classical algorithms only; PQC not in FIPS scope),High,Multicloud On-premises,"Finance, Healthcare, Government",https://www.fortanix.com/,,Multicloud encryption gateway with Confidential Computing. PQC on roadmap.,Trusted Vendor,Verified,2026-03-30,"migrate,launch,rampup",confidential-computing;database-encryption-pqc;healthcare-pqc;hsm-pqc;kms-pqc;migration-program;secrets-management-pqc,VND-015,cmvp,fips-classical-only
Thales CipherTrust Manager,CSC-028,Cloud Encryption Gateways,Cloud,"Yes (ACVP: LMS, ML-DSA, ML-KEM)",Centralized key management and encryption gateway. ML-KEM TLS on Web UI (tech preview v2.20.0+) and SSH interface (tech preview v2.21.0+). Quantum-resilient ciphers for Google Workspace CSE connections (GA v2.22.0+). Integrates with Thales Luna HSMs (firmware 7.9+) for ML-KEM and ML-DSA. Transparent encryption and tokenization.,Commercial,Commercial,2.22.1,2026-02,Yes (FIPS 140-2 L2),High,Multicloud On-premises,"Finance, Healthcare, Government, Defense",https://cpl.thalesgroup.com/encryption/ciphertrust-manager,,Enterprise encryption gateway with PQC via Luna HSM. ML-KEM TLS (tech preview) and quantum-resilient Google Workspace CSE (GA). Centralized multicloud key management.,Trusted Vendor,Verified,2026-02-24,"migrate,launch,rampup",aerospace-pqc;database-encryption-pqc;healthcare-pqc;hsm-pqc;kms-pqc,VND-041,thales-research,
Nginx,CSC-038,Application Servers,Application,Unknown,,Open Source,2-clause BSD,1.28.x (stable) / 1.29.x (mainline),2025-12,No,Critical,Linux Windows,All industries,https://blog.nginx.org/blog/pqc-nginx,https://github.com/nginx/nginx,High-performance web server and reverse proxy. Relies on OS-level crypto libraries for PQC.,Open Source Foundation,Verified,2026-02-21,"migrate,launch",tls-basics;web-gateway-pqc,VND-014,microsoft,
Apache HTTP Server,CSC-038,Application Servers,Application,Unknown,,Open Source,Apache-2.0,2.4.60+,2025-11,No,High,Linux Windows macOS,All industries,https://httpd.apache.org/docs/2.4/mod/mod_ssl.html,https://github.com/apache/httpd,Widely-used web server. PQC dependent on underlying mod_ssl and OpenSSL versions.,Open Source Foundation,Verified,2026-03-30,"migrate,launch",crypto-dev-apis;tls-basics,VND-046,microsoft,
Envoy Proxy,CSC-038,Application Servers,Application,Unknown,,Open Source,Apache-2.0,1.37+,2026-01,Yes (BoringCrypto),Critical,Linux Kubernetes,Cloud Native Enterprise,https://github.com/envoyproxy/envoy/issues/21961,https://github.com/envoyproxy/envoy,Cloud-native high-performance edge/middle/service proxy. Out-of-the-box PQC TLS support.,Open Source Foundation,Verified,2026-03-30,"migrate,launch",crypto-agility;tls-basics;web-gateway-pqc,VND-072,microsoft,pqc-not-default; requires-config
Node.js,CSC-038,Application Servers,Application,Unknown,,Open Source,MIT,22.x LTS,2025-08,No,High,Cross-platform,All industries,https://nodejs.org,https://github.com/nodejs/node,JavaScript runtime built on Chrome V8. PQC support blocked pending OpenSSL dependency update in core.,Open Source Foundation,Verified,2026-03-30,"migrate,launch",crypto-dev-apis;tls-basics,VND-199,ietf,
F5 BIG-IP,CSC-033,Network Security Software,Network,Yes (with details),"Supports hybrid PQC key exchange in production using FIPS 203 (ML-KEM based on Kyber) combined with classical algorithms like X25519, RSA, or ECC. Enables TLS termination at the edge without backend refactoring.",Commercial,Commercial,17.5.x,2025,Yes (FIPS 140-3 L1 #4895),Critical,Hardware Virtual Edition Cloud,Enterprise Government Finance,https://www.f5.com/company/blog/quantum-ready-a-practical-guide-to-enabling-pqc-with-f5,,Enterprise application delivery controller. Production support for ML-KEM hybrid key exchange to protect data in transit.,Trusted Vendor,Verified,2026-03-25,"test,migrate",network-security-pqc;vpn-ssh-pqc;web-gateway-pqc,VND-014,cmvp,
HAProxy,CSC-038,Application Servers,Application,Unknown,,Open Source,GPLv2/Commercial,3.2,2025,No,Critical,Linux Windows,All industries,https://github.com/haproxy/haproxy/issues/3171,https://github.com/haproxy/haproxy,Open source load balancer and reverse proxy. PQC available via underlying crypto libraries.,Open Source Foundation,Verified,2026-03-30,"migrate,launch",crypto-dev-apis;tls-basics;web-gateway-pqc,VND-197,microsoft,
Okta Integration Network,CSC-015,API Security and JWT Libraries,Application,Unknown,,Commercial,Commercial (SaaS),Current,2026,Yes (FedRAMP),Critical,Cloud SaaS,All industries,https://www.okta.com,,Leading enterprise IAM. PQC token signatures awaiting IETF standard finalization.,Trusted Vendor,Verified,2026-02-21,"migrate,launch",api-security-jwt;crypto-dev-apis;dev-quantum-impact;iam-pqc,VND-060,ietf,
Kong API Gateway,CSC-015,API Security and JWT Libraries,Application,Unknown,,Open Source,Apache-2.0/Commercial,3.13,2025-06,No,Critical,Linux Kubernetes Cloud,All industries,https://konghq.com,https://github.com/Kong/kong,API gateway built on NGINX. PQC mTLS available via underlying crypto library updates.,Open Source Foundation,Verified,2026-03-30,"migrate,launch",api-security-jwt;crypto-dev-apis;dev-quantum-impact;iam-pqc;web-gateway-pqc,VND-176,microsoft,
AWS Application Load Balancer (ALB),CSC-028,Cloud Encryption Gateways,Cloud,"Yes (ACVP: ML-DSA, ML-KEM)",Managed load balancing service. AWS rolled out hybrid ML-KEM TLS support to ALB and NLB endpoints enabling enterprises to achieve quantum-safe data-in-transit without modifying application code.,Commercial,Commercial (AWS),Current,2025,Yes (AWS-LC FIPS 140-3),Critical,AWS Cloud,All industries,https://aws.amazon.com/elasticloadbalancing/application-load-balancer,,Managed cloud load balancer providing instant PQC TLS transition for enterprise workflows.,Trusted Vendor,Verified,2026-02-21,"migrate,launch,rampup",tls-basics;web-gateway-pqc,VND-001,amazon-aws,
Cloudflare Edge Network,CSC-028,Cloud Encryption Gateways,Cloud,Yes (with details),"Deploys post-quantum hybrid key agreements using X25519MLKEM768 (default for modern browsers/OS) and X25519Kyber768Draft00. Supported via Cloudflare's fork of Go, OpenSSL 3.5.0+, Node.js, BoringSSL, GnuTLS, rustls, and NGINX.",Commercial,Commercial,Current,2025,Yes (Edge platform),Critical,Cloud Edge,All industries,https://blog.cloudflare.com/post-quantum-cryptography-ga/,,Edge network pioneer deploying PQC TLS at internet scale. ML-KEM active by default.,Trusted Vendor,Verified,2026-02-21,"migrate,launch,rampup",tls-basics;web-gateway-pqc,VND-057,cloudflare,no-cert-backing
