software_name,category_id,category_name,infrastructure_layer,pqc_support,pqc_capability_description,license_type,license,latest_version,release_date,fips_validated,pqc_migration_priority,primary_platforms,target_industries,authoritative_source,repository_url,product_brief,source_type,verification_status,last_verified_date,migration_phases,learning_modules,vendor_id,trusted_source_id,evidence_flags,proof_url,proof_publication_date,proof_relevant_info,validation_result,correction_notes
Thales High Speed Encryptor (HSE),CSC-048,Network Encryptors,Network,"Yes (ML-DSA, ML-KEM)",Crypto-agile high-speed network encryptors supporting all four NIST PQC standards: ML-KEM (FIPS 203) ML-DSA (FIPS 204) SLH-DSA (FIPS 205) and ML-DSA (Falcon) via field-upgradeable firmware. Also supports FrodoKEM. ETSI QKD interface for hybrid QKD+PQC deployments. FPGA-based crypto-agile design enables in-field firmware upgrades without hardware replacement. Covers RAN/O-RAN to edge datacenter and core networks including 5G environments. FIPS 140-2 Level 3 and Common Criteria EAL 4+ certified.,Commercial,Commercial,HSE Firmware PQC Release (Mar 2025),2025-03,Yes (FIPS 140-3 L3 / CC EAL4+),Critical,Ethernet 1G 10G 40G 100G Fiber,Finance Government Defense Telecom,https://cpl.thalesgroup.com/encryption/network-encryption/high-speed-encryptors,,Enterprise-grade crypto-agile network encryptors with production ML-KEM/ML-DSA/SLH-DSA/FN-DSA support. FPGA-based field-upgradeable. ETSI QKD interface. Used in NATO and government critical infrastructure.,Trusted Vendor,Verified,2026-03-31,"test,migrate,launch",5g-security;aerospace-pqc;network-security-pqc;qkd;vpn-ssh-pqc,VND-041,thales-research,doc-extraction,https://cpl.thalesgroup.com/encryption/post-quantum-crypto-agility,2024-08,"HSE crypto-agility: ML-KEM, ML-DSA, SLH-DSA via field-upgradable FPGAs.",VALIDATED,FN-DSA/FIPS 206 is still in draft - not yet finalized by NIST | PQC support validated with digital proof.
Senetas CN7000 Series,CSC-048,Network Encryptors,Network,Yes (with details),"FPGA-based crypto-agile network encryptors supporting all NIST-selected PQC algorithms post August 2024 standardization. First-to-market with Quantum Resistant Encryption (QRE) supporting hybrid classical+PQC key exchange. Field-updateable without hardware replacement. Certified under Malaysia PKTN scheme (Confidential classification, September 2025). Supports both QKD and PQC hybrid deployments for critical infrastructure.",Commercial,Commercial,CN7000 Series (2025),2025-09,Yes (PKTN Confidential / Common Criteria) (classical algorithms only; PQC not in FIPS scope),Critical,Ethernet 1G 10G 40G 100G Fiber,Government Defense Finance Critical Infrastructure,https://www.senetas.com/solutions/network-encryption-devices/cn7000-series/,,First-to-market FPGA-based quantum-resistant network encryptors. Hybrid QKD+PQC support. PKTN certified for classified government use. Subsidiary of Thales.,Trusted Vendor,Verified,2026-03-31,"test,migrate,launch",aerospace-pqc;network-security-pqc;qkd;vpn-ssh-pqc,VND-038,cmvp,doc-extraction; fips-classical-only,https://www.senetas.com/solutions/network-encryption-devices/cn7000-series/,2025,NIST PQC algorithms. Hybrid PQC+QKD. 10Gbps wire-speed.,VALIDATED,"FIPS validation covers classical algorithms only, not PQC | PQC support validated with digital proof."
Adva Network Security FSP 3000 S-Flex,CSC-048,Network Encryptors,Network,Yes (with details),World-first BSI-approved 400G quantum-safe Layer 1 network encryptor (September 2025). Uses AES-256 with hybrid crypto-agile key exchange combining PQC and classical Diffie-Hellman. ConnectGuard technology provides ultra-low-latency encryption. Protects against Harvest-Now-Decrypt-Later attacks. BSI certified. Note: product pages describe PQC generically; the specific claim of Classic McEliece could not be confirmed from web sources.,Commercial,Commercial,FSP 3000 S-Flex 400G,2025-09,Yes (BSI approved),Critical,400G Optical DWDM Fiber,Telecom Government Finance Critical Infrastructure,https://www.advasecurity.com/en/newsroom/press-releases/20250925-adva-network-security-scores-world-first-with-bsi-approved-400g-encryption-solution,,World-first BSI-approved 400G quantum-safe Layer 1 encryptor. ConnectGuard hybrid PQC+classical AES-256 for optical transport. Protects against HNDL attacks.,Trusted Vendor,Verified,2026-03-30,"test,migrate,launch",5g-security;network-security-pqc;vpn-ssh-pqc,VND-152,gsma,classic-mceliece-unconfirmed; pqc-algorithm-generic; no-cert-backing,https://www.advasecurity.com/en/innovation/post-quantum-cryptography,2025,ConnectGuard optical encryption with PQ hybrid (Diffie-Hellman + McEliece). BSI-approved 400G solution.,VALIDATED,PQC validated. BSI-approved post-quantum optical encryption confirmed.
Ciena WaveLogic 6 Extreme,CSC-048,Network Encryptors,Network,Yes (with details),Industry-leading 1.6 Tbps quantum-safe optical transport encryption. WaveLogic 6 Extreme integrates NIST PQC algorithms with AES-256-GCM in hybrid mode and supports QKD vendor interoperability for defense-in-depth quantum security. Protects long-distance DWDM optical networks at Layer 1. Existing WaveLogic 5e 800G deployments upgradeable via software.,Commercial,Commercial,WaveLogic 6 Extreme (2026),2026-01,No,High,1.6T 800G Optical DWDM,Telecom Government Finance Cloud Providers,https://www.ciena.com/insights/blog/2026/1.6t-quantum-safe-encryption-protecting-critical-data-at-scale,,1.6 Tbps quantum-safe optical transport with hybrid PQC+QKD. Industry-leading throughput for DWDM backbone networks. Software-upgradeable from 800G deployments.,Trusted Vendor,Verified,2026-03-31,"test,migrate,launch",5g-security;network-security-pqc;qkd;vpn-ssh-pqc,VND-153,gsma,doc-extraction; no-cert-backing,https://www.ciena.com/insights/blog/2026/1.6t-quantum-safe-encryption-protecting-critical-data-at-scale,2026,1.6Tb/s quantum-safe optical encryption. NIST PQC + QKD.,VALIDATED,PQC support validated with digital proof.
EJBCA,CSC-041,Certificate Lifecycle Management,Security Stack,Yes (with details),"Supports all finalist NIST PQC algorithms. Specifically supports Dilithium, FALCON, and SPHINCS+ for certificate issuance and signing. Enables inventory of keys/certificates/algorithms including Dilithium certificates. Allows creation of post-quantum CAs and code signing with PQC certificates. Available in EJBCA 8.0 and SignServer 6.0.",Open Source,LGPL/Enterprise,9.x,2025,Yes (Enterprise),Critical,Linux Windows Docker Kubernetes,All industries,https://github.com/primekey/ejbca-ce/releases/tag/EJBCA_9_1_0,https://github.com/Keyfactor/ejbca-ce,Enterprise PKI and Certificate Authority software. Supports X.509 CMP SCEP EST ACME protocols.,Community/Commercial,Verified,2026-03-31,"assess,migrate",arch-quantum-impact;merkle-tree-certs;ops-quantum-impact;pki-workshop,VND-024,pki-consortium,doc-extraction,https://docs.keyfactor.com/ejbca/latest/post-quantum-cryptography-keys-and-signatures,2025,"EJBCA 9.1+: LMS, ML-DSA, ML-KEM. 9.3+: SLH-DSA. Composite certs.",VALIDATED,PQC support validated with digital proof.
DigiCert Trust Lifecycle Manager,CSC-041,Certificate Lifecycle Management,Security Stack,Yes (with details),"Supports issuing and managing (revoke, suspend/resume, escrow/recover) private PQC certificates using ML-DSA or SLH-DSA algorithms. Includes network scans for discovery. Does not currently support Falcon or Composite PQC certificates as they are experimental; testing available via DigiCert LABS.",Commercial,Commercial,Current,2025,Yes (WebTrust),Critical,Cloud SaaS,All industries,https://docs.digicert.com/en/trust-lifecycle-manager/enroll-and-manage-certificates/post-quantum-cryptography-pqc.html,,Leading CA with PQC hybrid certificate capabilities. Automated certificate lifecycle management with quantum readiness assessment.,Trusted Vendor,Verified,2026-03-31,"assess,migrate",arch-quantum-impact;merkle-tree-certs;network-security-pqc;ops-quantum-impact;pki-workshop;pqc-risk-management,VND-012,digicert,doc-extraction,https://docs.digicert.com/en/trust-lifecycle-manager/enroll-and-manage-certificates/post-quantum-cryptography-pqc.html,2025,"ML-DSA, SLH-DSA certificate issuance/management. Composite cert support.",VALIDATED,FN-DSA/FIPS 206 is still in draft - not yet finalized by NIST | PQC support validated with digital proof.
IBM Guardium Quantum Safe,CSC-049,Cryptographic Discovery Platforms,Security Stack,Yes (with details),Enterprise platform for cryptographic discovery and quantum-safe posture management. Scans source code binaries network traffic and IT assets to create a comprehensive cryptographic inventory (CBOM). Risk-based prioritization identifies quantum-vulnerable algorithms and provides remediation guidance aligned with NIST CNSA 2.0 timelines. Integrates with IBM Concert for compliance dashboards. Part of IBM Quantum Safe portfolio alongside Qiskit SDK.,Commercial,Commercial (IBM),Current,2025,No,Critical,Enterprise Cloud On-Premise,Government Finance Healthcare Defense,https://www.ibm.com/products/guardium-quantum-safe,,Enterprise cryptographic posture management platform. Automated CBOM generation quantum-vulnerable algorithm detection and risk-based PQC migration planning.,Trusted Vendor,Verified,2026-02-21,"assess,plan,rampup",aerospace-pqc;arch-quantum-impact;compliance-strategy;crypto-agility;data-asset-sensitivity;exec-quantum-impact;healthcare-pqc;migration-program;ops-quantum-impact;platform-eng-pqc;pqc-business-case;pqc-risk-management;vendor-risk,VND-019,q360-alliance,needs-extraction,https://www.ibm.com/products/guardium-quantum-safe,2025-10,"Monitors cryptography, identifies vulnerabilities. Guardium Cryptography Manager (Nov 2025) with AI-driven recommendations.",VALIDATED,Evidence needs extraction from source | PQC discovery platform validated via IBM product page.
Google Chrome,CSC-037,Web Browsers,AppServers,"Yes (ACVP: ML-DSA, ML-KEM, SLH-DSA)",Google Chrome supports ML-KEM for TLS 1.3 key exchanges to protect against Harvest Now Decrypt Later attacks. ML-KEM (FIPS 203) is enabled by default in Chrome 131+ for all platforms.,Open Source,Freeware,131+,2024-11,No,Critical,Windows macOS Linux Android iOS,All industries,https://chromestatus.com/feature/5186851614359552,,Dominant web browser with default ML-KEM support.,Trusted Vendor,Verified,2026-02-22,"migrate,launch",tls-basics,VND-018,cmvp,doc-extraction,https://blog.chromium.org/2024/05/advancing-our-amazing-bet-on-asymmetric-cryptography/,2024-2026,Chrome 131+ defaults to X25519MLKEM768 on desktop. Hybrid TLS combining X25519 + ML-KEM.,CORRECTED,INCORRECT: Catalog says No but Google Chrome has PQC support. Corrected.
Microsoft Edge,CSC-037,Web Browsers,AppServers,Planned (with timeline),"PQC algorithms (ML-KEM, ML-DSA) are GA in Windows Server 2025, Windows 11, and .NET 10, which Edge relies on. PQC for TLS is proceeding per IETF standards. PQC in Active Directory Certificate Services (ADCS) is targeted for early 2026. No explicit statement of PQC implementation directly within the Edge browser binary itself in the provided text.",Commercial,Freeware,131+,2024-11,No,Critical,Windows macOS Linux Android iOS,All industries,https://learn.microsoft.com/en-us/deployedge/microsoft-edge-relnote-stable-channel,,Enterprise web browser with default ML-KEM support.,Trusted Vendor,Verified,2026-03-31,"migrate,launch",tls-basics,VND-027,microsoft,doc-extraction; no-cert-backing,https://learn.microsoft.com/en-us/deployedge/microsoft-edge-browser-policies/postquantumkeyagreementenabled,2025,Post-quantum key agreement enabled by default in Edge 147+. Uses hybrid X25519+ML-KEM.,CORRECTED,CORRECTION: Edge has PQC enabled by default (not just planned). X25519+ML-KEM hybrid.
Mozilla Firefox,CSC-037,Web Browsers,AppServers,Partial (with scope),"Supports hybrid key agreements using X25519MLKEM768 (default in Firefox 132+ Desktop, 145+ Android) and X25519Kyber768Draft00 (Firefox 124-131 via config). A research fork integrates ML-DSA for signatures and ML-KEM for key encapsulation using the Qryptotoken PKCS#11 module and Libcrux library.",Open Source,MPLv2,132+,2024-10,No,Critical,Windows macOS Linux Android iOS,All industries,https://blog.mozilla.org/security/2024/05/23/pqc-in-firefox/,,Open-source web browser with default ML-KEM support.,Trusted Vendor,Verified,2026-03-30,"migrate,launch",tls-basics,VND-199,mozilla,default-in-v135-not-v132; no-cert-backing,https://attackanddefense.dev/2026/01/30/firefox-security-privacy-newsletter-2025-q4.html,2025-2026,Firefox 132+ added ML-KEM. Firefox 135 ships X25519MLKEM768 hybrid. 38% of Cloudflare HTTPS using hybrid PQC.,CORRECTED,INCORRECT: Catalog says No but Mozilla Firefox has PQC support. Corrected.
Apple Safari,CSC-037,Web Browsers,AppServers,"Yes (ACVP: ML-DSA, ML-KEM)","Apple announced X25519MLKEM768 support for iOS 26, iPadOS 26, macOS Tahoe 26, and visionOS 26 at WWDC25 (fall 2025 releases). Safari 18 (macOS 15/iOS 18, Sep 2024) does NOT support ML-KEM. PQC TLS via CryptoKit integration ships with the v26 OS cycle. CoreCrypto is Apple's crypto library, not a FIPS validation.",Proprietary,Freeware,26+,2025-09,No (CoreCrypto FIPS exists for classical algorithms; PQC not in FIPS scope),Critical,macOS iOS iPadOS,All industries,https://support.apple.com/en-us/111900,,Apple ecosystem web browser with PQC via OS integration.,Trusted Vendor,Verified,2026-03-30,"migrate,launch",tls-basics,VND-002,apple,safari-18-no-pqc; pqc-ships-with-v26-os,https://security.apple.com/blog/imessage-pq3/,2024-2026,iMessage PQ3 in iOS 17.4+. PQ TLS in URLSession/Network.framework in iOS 26+. CryptoKit PQC support.,CORRECTED,INCORRECT: Catalog says No but Apple Safari has PQC support. Corrected.
Crypto4A QxHSM,CSC-002,Hardware Security Module (HSM) Software,Hardware,"Yes (ACVP: LMS, ML-DSA, ML-KEM, SLH-DSA)","First HSM submitted for FIPS 140-3 Level 3 certification with all NIST PQC algorithms. Powered by the QASM cryptographic core natively supporting ML-KEM (FIPS 203), ML-DSA (FIPS 204), SLH-DSA (FIPS 205), and LMS stateful hash-based signatures. QxHSM v4.4 (Dec 2024) added ML-DSA and full NIST PQC OID support. QxOS 5 firmware (June 2025) delivers next-generation quantum-safe HSM platform. FIPS 140-3 Level 3 certification submitted March 2025, currently in NIST MIP list. Available in desktop (QxBMC-1), 1U three-blade (QxBMC-3), and 4U twelve-blade (QxBMC-12) chassis. Engineered, manufactured, and assembled in Canada.",Commercial,Commercial,QxOS 5,2025-06,Pending (FIPS 140-3 L3 submitted Mar 2025),Critical,Linux Hardware,"Finance, Government, Defense, Enterprise",https://crypto4a.com/products/blade-modules/qx-hsm,,PQC-capable HSM with FIPS 140-3 Level 3 certification pending (submitted March 2025). Supports all NIST PQC algorithms via the QASM cryptographic core. Canadian sovereign hardware designed for government and enterprise quantum-safe deployments.,Trusted Vendor,Verified,2026-03-24,"prepare,migrate,launch",aerospace-pqc;hsm-pqc;vendor-risk,VND-010,cmvp,doc-extraction,https://crypto4a.com/products/blade-modules/qx-hsm,2024,"QxHSM FIPS-validated: ML-KEM, ML-DSA, SLH-DSA CAVP certified. FIPS 140-3 L3 pending.",VALIDATED,PQC support validated with digital proof.
Securosys CloudHSM,CSC-046,Cloud Hardware Security Module (HSM),Cloud,"Yes (ACVP: LMS, ML-DSA, ML-KEM, SLH-DSA)","HSM-as-a-Service built on Swiss Primus HSM hardware delivering full post-quantum cryptography support. Supports ML-KEM (FIPS 203), ML-DSA (FIPS 204), SLH-DSA (FIPS 205), plus stateful hash-based signatures HSS-LMS and XMSS. Includes CloudHSM SBX (Sandbox) for testing PQC migration strategies with dual HSM synchronization before production rollout. REST API access via Transaction Security Broker (TSB) middleware — language-agnostic integration without client libraries. Available in ECO tier for smaller workloads and Enterprise tier for production. Swiss infrastructure; same FIPS 140-2 Level 3 and CC EAL4+ validated hardware as Primus HSM.",Commercial,Commercial,Current,2025,Yes (FIPS 140-2 L3 CC EAL4+),Critical,Cloud API,"Finance, Government, Healthcare, Defense",https://www.securosys.com/cloud-security/cloudhsm-overview,,Swiss HSM-as-a-Service with comprehensive PQC algorithm support. CloudHSM SBX sandbox environment enables safe PQC migration testing before production. REST API via Transaction Security Broker.,Trusted Vendor,Verified,2026-02-24,"prepare,migrate,launch",aerospace-pqc;crypto-dev-apis;healthcare-pqc;hsm-pqc;migration-program,VND-037,cmvp,doc-extraction,https://www.securosys.com/en/hsm/post-quantum-cryptography,2024-11,"CloudHSM: ML-KEM FIPS 203, ML-DSA FIPS 204, SLH-DSA FIPS 205. Certified Nov 2024.",VALIDATED,PQC support validated with digital proof.
