id,label,description,industries,industries_source_text,countries,requires_pqc,deadline,deadline_kind,deadline_dates,notes,enforcement_body,library_refs,learn_modules,timeline_refs,body_type,website,local_file,trusted_source_id,peer_reviewed,vetting_body,website_url_quality,confidence_score,cswp39_tags,naics_codes,status,deprecated_at,deprecated_reason,related_standards,last_verified
PQCC-ROADMAP,PQCC Migration Roadmap,Post-Quantum Cryptography Coalition cross-sector PQC migration framework,Professional & Technical Services;Finance & Insurance;Public Administration,54;52;92,PQC-REGION-GLOBAL,guidance,Ongoing,ongoing,,"PQCC (founded by IBM, Microsoft, MITRE, PQShield, SandboxAQ) published PQC Migration Roadmap (May 2025) with four-category framework and PQC Inventory Workbook (June 2025). Becoming a de facto industry reference for enterprise PQC migration. | Verified 2026-08-09 by retrieving the document itself. Repointed from the pqcc.org homepage to the real Migration Roadmap PDF (May 2025, MITRE); byte-identical to the copy already cached under library/. Companion Inventory Workbook: https://pqcc.org/wp-content/uploads/2025/06/PQCC-Inventory-Workbook.xlsx (June 2025). requires_pqc yes->guidance: 'written as a guide', and the workbook 'does not guarantee complete security or compliance'. PQCC is a voluntary coalition with no enforcement authority, so enforcement_body=PQCC is misleading. Note the deprecated PQC-COALITION row already used 'guidance' for this same organisation.",PQCC,PQCC-Migration-Roadmap-2025;PQCC-Inventory-Workbook-2025,,International:PQCC,technical_standard,https://pqcc.org/wp-content/uploads/2025/05/PQC-Migration-Roadmap-PQCC-2.pdf,compliance/PQCC-ROADMAP.html,pqca,yes,PQCC,url_authoritative,85,cswp39:governance;cswp39:inventory,54;52;92,deprecated,2026-08-14,deprecation-sweep (unspecified): cites a site root (https://pqcc.org/) rather than a document; resolved title 'Post-Quantum Cryptography Coalition |' — repoint at the actual document; a homepage cannot evidence a claim,,
IEEE-1609-PQC,IEEE 1609.2 PQC Amendment (V2X),IEEE vehicular communications security standard update for PQC,Transportation;Information Technology,48;51,PQC-REGION-GLOBAL,guidance,Ongoing (2025 amendment),ongoing,,"IEEE 1609.2 amendment adds ML-KEM and ML-DSA PQC support for vehicle-to-everything (V2X) communications security. Directly affects automotive OEMs and connected vehicle infrastructure. | requires_pqc yes->guidance 2026-08-09 (R6 body_type rule, extended to technical_standard). A specification specifies; it does not oblige anyone to adopt it. The obligation to deploy PQC comes from CNSA 2.0, the OMB memoranda and the executive orders, which are their own rows. Left as 'yes' this row asserted that a standards document mandates compliance.",IEEE,IEEE 1609.2 Amendment,,,technical_standard,https://standards.ieee.org/,compliance/IEEE-1609-PQC.html,ieee-sa,yes,IEEE,url_authoritative,85,cswp39:governance,48;51,deprecated,2026-08-23,"subject does not exist. This row presented ""IEEE 1609.2 PQC Amendment (V2X)"" as a live standards obligation with an ongoing 2025 deadline and confidence 85, and its library_ref pointed at a row already deprecated 2026-07-31 for the same reason. IEEE's own page for 1609.2 contains zero occurrences of ""post-quantum"", ""quantum"", ""ML-DSA"", ""ML-KEM"" or ""P1609.2""; 1609.2-2025 specifies ECC. Post-quantum V2X is research literature, not an IEEE standards project.",,
OASIS-PKCS11,OASIS PKCS#11 Technical Committee,OASIS technical committee defining the PKCS#11 HSM programming interface standard,Information Technology;Government & Defense;Finance & Insurance,54;92;52,PQC-REGION-GLOBAL,guidance,Ongoing,ongoing,,"OASIS defines the PKCS#11 standard — the programming interface that every hardware security module implements. PQC mechanisms in v3.2 (ML-KEM, ML-DSA, SLH-DSA) will drive the entire HSM industry PQC adoption. | requires_pqc yes->guidance 2026-08-09 (R6 body_type rule, extended to technical_standard). A specification specifies; it does not oblige anyone to adopt it. The obligation to deploy PQC comes from CNSA 2.0, the OMB memoranda and the executive orders, which are their own rows. Left as 'yes' this row asserted that a standards document mandates compliance.",OASIS,PKCS11-V32-OS-OASIS,,Global:OASIS,technical_standard,https://www.oasis-open.org/committees/pkcs11/,compliance/OASIS-PKCS11.html,oasis,yes,OASIS,url_authoritative,85,cswp39:governance,54;92;52,active,,,PKCS11-V32-OS-OASIS;PKCS11-V32-OS-OASIS;KMIP-V2-1-OASIS,
3GPP-SA3,3GPP Security Working Group,3GPP SA3 — global mobile network security standards working group studying PQC integration,Information Technology,51,PQC-REGION-GLOBAL,no,Ongoing,ongoing,,No PQC-specific content found in this row's own cached evidence document; confirmed by a broad quantum/PQC keyword sweep across the full extracted text.,3GPP,3GPP-PQC-Study-2025,,Global:3GPP SA3,standardization_body,https://www.3gpp.org/specifications-groups/sa-plenary/sa3-security,compliance/3GPP-SA3.html,etsi-cyber,yes,3GPP,url_authoritative,85,cswp39:governance,51,active,,,,2026-08-16
FSISAC-PQC,FS-ISAC PQC Migration Guidance,Financial Services Information Sharing and Analysis Center PQC migration advisory,Finance & Insurance,52,PQC-REGION-GLOBAL,guidance,Ongoing (Sept 2025),ongoing,,"FS-ISAC (Sept 2025) warns financial sector has not defined resources for PQC migration. Joint Europol-FS-ISAC report (Jan 2026) provides Quantum Risk Score framework and migration complexity assessment for financial institutions. | Verified 2026-08-09 by retrieving the document itself. Repointed from the fsisac.com homepage to the Europol/FS-ISAC report 'Prioritising Post-Quantum Cryptography Migration Activities in Financial Services' (21 Jan 2026, ISBN 978-92-9414-091-3, CC BY 4.0); SHA256 matches the copy already cached. The FS-ISAC Sept 2025 position paper itself is NOT publicly retrievable - a HubSpot form gate, free but registration-required - and the URL recorded in the library manifest (fsisac.com/hubfs/.../FS-ISAC-PQC-Timelines-White-Paper.pdf) returns 404. Public summary: https://www.fsisac.com/newsroom/fs-isac-urges-global-coordination-for-migration-to-post-quantum-cryptography-in-financial-services requires_pqc yes->guidance on the report's own disclaimer: 'not mandatory for implementation or endorsement ... should not be relied upon as formal guidance for regulatory compliance'.",FS-ISAC,Europol-FS-ISAC-PQC-Financial-2026,,Global:FS-ISAC,compliance_framework,https://www.europol.europa.eu/cms/sites/default/files/documents/Post-quantum-cryptography-report.pdf,compliance/FSISAC-PQC.html,fs-isac,yes,FS-ISAC,url_authoritative,85,cswp39:assurance;cswp39:governance,52,deprecated,2026-08-14,deprecation-sweep (unspecified): cites a site root (https://www.fsisac.com/) rather than a document; resolved title 'FS-ISAC | Advancing cybersecurity for the global financial system' — repoint at the actual document; a homepage cannot evidence a claim,,
ASC-X9,ASC X9 Financial PKI & PQC Standards,"Accredited Standards Committee X9 develops cryptographic standards for the financial services industry. X9 Financial PKI (launched June 2025, with DigiCert) provides PQC-enabled certificate infrastructure for banks, payment terminals, and financial enterprises. Key PQC standards: X9.146 (Quantum TLS for financial services), X9 TR-50 (Quantum Techniques in CMS), and the X9 PQC Financial Readiness Needs Assessment (2025).",Finance & Insurance,52,US;PQC-REGION-GLOBAL,guidance,Ongoing (Financial PKI launched June 2025),ongoing,,"X9 Financial PKI supports ML-KEM and ML-DSA alongside legacy algorithms for backward compatibility. X9.146 Quantum TLS draft in beta testing (2025). X9 is the primary ANSI-accredited standards body for financial cryptography in the US. | requires_pqc yes->guidance 2026-08-09 (R6 body_type rule, extended to technical_standard). A specification specifies; it does not oblige anyone to adopt it. The obligation to deploy PQC comes from CNSA 2.0, the OMB memoranda and the executive orders, which are their own rows. Left as 'yes' this row asserted that a standards document mandates compliance.",ASC X9; ANSI,ASC-X9-Financial-PKI;ASC-X9-PQC-Readiness-2025;ASC-X9-IR-F01-2022;ASC-X9-TR-50-2019,,,technical_standard,https://x9.org/pki-home/,compliance/ASC-X9.pdf,ascx9,yes,ASC X9; ANSI,url_authoritative,85,cswp39:governance;cswp39:lifecycle,52,active,,,,
PKI-CONSORTIUM,PKI Consortium,Industry consortium coordinating PQC readiness for PKI operators and certificate authorities,Information Technology;Finance & Insurance,54;52,PQC-REGION-GLOBAL,guidance,Ongoing,ongoing,,"The working group's own charter states it will explicitly NOT develop or evaluate cryptographic algorithms -- pure coordination/research/maturity-model publishing, no mandate authority. | Citation repointed 2026-08-09 off the pkic.org site root onto the PQC Working Group, which is the body this row actually describes.",PKI Consortium,PKI-Consortium-PQC-2025,,International:PKI Consortium,standardization_body,https://pkic.org/wg/pqc/,compliance/PKI-CONSORTIUM.html,pki-consortium,yes,PKI Consortium,url_authoritative,85,cswp39:assurance;cswp39:governance;cswp39:inventory,54;52,active,,,CycloneDX-Spec-Overview;SPDX-Spec-ISO-5962;DigiCert-PQC-Maturity-Model,2026-08-09
CSA-QSC,Cloud Security Alliance,Cloud Security Alliance Quantum-Safe Working Group developing quantum security controls for cloud environments,Information Technology,54,PQC-REGION-GLOBAL,no,Ongoing,ongoing,,"CSA Quantum-Safe Security Working Group publishes guidance on quantum-safe cloud security controls. CCM v4 includes cryptographic governance controls applicable to PQC migration. CSA also maintains the Cloud Controls Matrix used by cloud providers for compliance attestation. Referenced by CSA quantum-safe guidelines cited in threat profiles CLOUD-001 through CLOUD-004. | Citation repointed 2026-08-09 off the cloudsecurityalliance.org site root onto the Quantum-safe Security Working Group page named in the row's own description. | 2026-08-16: Cached file was the CSA site homepage, not the Quantum-Safe Security Working Group page; replaced with the correct WG page at the same URL.",CSA,FIPS 203;FIPS 204;FIPS 205,,,standardization_body,https://cloudsecurityalliance.org/research/working-groups/quantum-safe-security,compliance/CSA-QSC.pdf,csa-cloud,yes,CSA,url_authoritative,85,cswp39:governance,54,active,,,,2026-08-16
ITU-T-SG17,ITU-T SG17,ITU Telecommunication Standardization Sector Study Group 17 on security standards for global telecom PQC transition,Information Technology,51,PQC-REGION-GLOBAL,no,Ongoing,ongoing,,No PQC-specific content found in this row's own cached evidence document; confirmed by a broad quantum/PQC keyword sweep across the full extracted text.,ITU-T,FIPS 203;FIPS 204;FIPS 205,,International:ITU-T,standardization_body,https://www.itu.int/en/ITU-T/studygroups/2022-2024/17/Pages/default.aspx,compliance/ITU-T-SG17.html,itu,yes,ITU-T,url_authoritative,85,cswp39:governance,51,active,,,,
NIST-SP800-208,NIST SP 800-208,NIST recommendation for stateful hash-based signature schemes (LMS and XMSS),Government & Defense;Information Technology,92;54,US;PQC-REGION-GLOBAL,guidance,Ongoing (published October 2020),ongoing,,"NIST SP 800-208 specifies the Leighton-Micali Signature (LMS) and eXtended Merkle Signature Scheme (XMSS) for firmware signing and other stateful signature applications. Referenced by CNSA 2.0 as an approved signature algorithm for national security systems. Critical for firmware signing and code signing where stateful signatures are acceptable. Requires careful state management to prevent one-time key reuse. | requires_pqc yes->guidance 2026-08-09 (R6 body_type rule, extended to technical_standard). A specification specifies; it does not oblige anyone to adopt it. The obligation to deploy PQC comes from CNSA 2.0, the OMB memoranda and the executive orders, which are their own rows. Left as 'yes' this row asserted that a standards document mandates compliance. | 2026-08-16: Cached file was the CSRC abstract page; replaced with the actual 59-page SP 800-208 PDF.",NIST,NIST SP 800-208,,United States:NIST,technical_standard,https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.800-208.pdf,compliance/NIST-SP800-208.pdf,nist-csrc,yes,NIST,url_authoritative,85,cswp39:assurance;cswp39:governance,92;54,active,,,RFC 8391;RFC 8554,2026-08-16
ISO-19790,ISO/IEC 19790:2024,International standard for security requirements for cryptographic modules — equivalent of FIPS 140-3,Government & Defense;Information Technology;Finance & Insurance,92;54;52,PQC-REGION-GLOBAL,no,Ongoing (3rd edition published 2024),ongoing,,"ISO/IEC 19790:2024 (3rd edition) defines security requirements for cryptographic modules. International equivalent of NIST FIPS 140-3. Used by JCMVP (Japan), KCMVP (South Korea), and as the basis for EUCC cryptographic module evaluation. PQC algorithm testing requirements are being updated as ISO/IEC JTC 1/SC 27 publishes PQC standards. Organizations outside US jurisdiction often require ISO/IEC 19790 rather than FIPS 140-3. | 2026-07-13: original website URL (iso.org/standard/85063.html) resolved to a DIFFERENT standard entirely (ISO/IEC 4396-7:2023, telecommunications) -- corrected to the real, current ISO/IEC 19790:2025 catalog page.",ISO/IEC JTC 1/SC 27,FIPS 203;FIPS 204;FIPS 205,,International:ISO/IEC,technical_standard,https://www.iso.org/standard/82423.html,compliance/ISO-19790.html,iso-iec-sc27,yes,ISO/IEC JTC 1/SC 27,url_authoritative,85,cswp39:assurance,92;54;52,active,,,FIPS-140,
ETSI-QKD-SERIES,ETSI GS QKD Series,ETSI Group Specification series for Quantum Key Distribution covering protocols interfaces and network management,Information Technology;Government & Defense,51;92,PQC-REGION-EU;PQC-REGION-GLOBAL,no,Ongoing,ongoing,,"ETSI ISG QKD has published 18 specifications covering QKD protocol interfaces (GS QKD 004), key delivery APIs (GS QKD 014), network interoperability (GS QKD 018), and management. QKD complements PQC for defense-in-depth in high-assurance environments. India DST/NQM roadmap recommends hybrid PQC plus QKD. BSI and ANSSI have published joint position papers on QKD vs PQC trade-offs.",ETSI ISG QKD,ETSI-GS-QKD-002;ETSI-GS-QKD-004;ETSI-GS-QKD-014;ETSI-GS-QKD-018,,,technical_standard,https://www.etsi.org/committee/1430-qkd,compliance/ETSI-QKD-SERIES.pdf,etsi-cyber,yes,ETSI ISG QKD,url_authoritative,85,cswp39:lifecycle,51;92,active,,,ETSI-TS103744,
ANSSI-CERT,ANSSI Security Certification,French national cybersecurity certification scheme — issued world first PQC product certifications in 2025,Government & Defense;Information Technology,92;54,FR,guidance,Ongoing (voluntary PQC security visa; first PQC certs Sept-Oct 2025),ongoing,,"ANSSI security certification scheme issued the world's first PQC product certifications (Sept-Oct 2025): Thales Smartcard MultiApp 5.2 Premium PQC (EAL5+) and Samsung S3SSE2A. PQC qualification is voluntary, not a 2027 mandate.",ANSSI,ANSSI PQC Position Paper;ANSSI PQC Follow-up Paper;ANSSI-PQC-FAQ-2025;ANSSI-PG-083-v3-2026,,France:ANSSI,certification_body,https://cyber.gouv.fr/offre-de-service/solutions-certifiees-et-qualifiees/,compliance/ANSSI-CERT.html,anssi,yes,ANSSI,url_authoritative,85,cswp39:assurance,92;54,active,,,COMMON-CRITERIA,2026-08-16
JCMVP,JCMVP,Japanese Cryptographic Module Validation Program — Japan equivalent of NIST CMVP for government procurement,Government & Defense;Information Technology,92;54,JP,no,Ongoing (PQC integration pending CRYPTREC evaluation),ongoing,,JCMVP (Japanese Cryptographic Module Validation Program) is run by IPA (Information-technology Promotion Agency Japan). Japan equivalent of NIST CMVP/FIPS 140-3 based on ISO/IEC 19790 and JIS X 19790. Mandatory for Japanese government cryptographic module procurement. PQC algorithm integration is expected after CRYPTREC completes its PQC evaluation and publishes updated cipher recommendations.,IPA/METI,Japan CRYPTREC Report 2024,,Japan:CRYPTREC,certification_body,https://www.ipa.go.jp/en/security/jcmvp/index.html,compliance/JCMVP.pdf,cryptrec,yes,IPA/METI,url_authoritative,85,cswp39:assurance,92;54,active,,,CRYPTREC,
