source_id,source_name,source_type,trust_tier,region,primary_url,description,verification_status,last_verified_date,leaders_csv,library_csv,algorithm_csv,threats_csv,timeline_csv,compliance_csv,migrate_csv,patents_csv,local_doc_count,last_download_date,download_status,doc_collection,notes,primary_url_quality,name,type,domain,date_stamp,status,deprecated_at,deprecated_reason
ibm-research-cbomkit,IBM Research (CBOMkit),Vendor,3_Supporting,,https://github.com/IBM/cbomkit,"IBM Research (CBOMkit) — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,No,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 0 active migrate row(s), 1 active vendor row(s).",url_needs_review,,,,2026-07-16,active,,
ic3s,IC3S (Indian Common Criteria Certification Scheme),Government,1_Authoritative,APAC,https://commoncriteria-india.gov.in/indian-common-criteria-certification-scheme-ic3s-overview,"India national Common Criteria IT Security Evaluation and Certification Scheme, operated by STQC.",Verified,2026-07-31,No,No,No,No,No,Yes,No,No,0,,None,none,"Added 2026-07-31 (WP-3.3, remediation plan) -- cross-links the compliance-landscape certification-body row added in the same batch (Phase 5 B1). URL and description sourced from the same real document fetched for that row.",url_authoritative,,,,2026-07-31,active,,
icao,International Civil Aviation Organization,Standards_Body,1_Authoritative,Global,https://www.icao.int/,ICAO Assembly Resolution A41-19; quantum-safe aviation cryptography,Verified,2026-03-28,No,No,No,Yes,No,No,No,No,0,,None,none,,url_authoritative,,,,2026-05-06,active,,
iccs-china,ICCS China,Standards_Body,2_Core,APAC,https://www.gmbz.org.cn/,Institute of Commercial Cryptography Standards; sector-specific body for commercial cryptography standardization in China (GMBZ standards),Verified,2026-03-28,No,Yes,No,No,No,No,No,No,0,,None,none,,url_authoritative,,,,2026-05-06,active,,
iccs-china-national-standards,ICCS China National Standards,Vendor,3_Supporting,,https://www.sac.gov.cn,"ICCS China National Standards — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,No,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 0 active migrate row(s), 1 active vendor row(s).",url_needs_review,,,,2026-07-16,active,,
ico-uk,UK Information Commissioner's Office,Government,1_Authoritative,EMEA,https://ico.org.uk/,UK data-protection regulator. UK GDPR Article 32 encryption guidance codifies current cryptographic-adequacy expectations for data-at-rest and data-in-transit; does not speak to PQC migration but is the citable source for crypto control adequacy.,Verified,2026-05-16,No,No,No,No,Yes,Yes,No,No,0,,None,none,Added 2026-05-16 for geographic depth P1 #14.,url_authoritative,,,,2026-05-16,active,,
ics-holding-kryptonite-russia,ICS Holding / Kryptonite (Russia),Vendor,3_Supporting,,https://postquantum.com,"ICS Holding / Kryptonite (Russia) — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,No,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 1 active migrate row(s), 1 active vendor row(s).",url_needs_review,,,,2026-07-16,active,,
id-bsn-bssn,BSN/BSSN (Indonesia National Standardization Agency / National Cyber and Crypto Agency),Government,1_Authoritative,Asia,https://bsn.go.id/,"Indonesia's national standards body (BSN) and cyber/crypto agency (BSSN) -- jointly coordinate PQC migration roadmap and SNI standardization work. Verified 2026-07-16 via web-search corroboration (direct fetch of the cited article was network-blocked in this environment, not confirmed dead) -- a human should confirm the page resolves and download real evidence via the standard fetch_resilient.py pipeline before this is treated as fully proof-gated.",Pending,2026-07-16,No,No,No,No,Yes,No,No,No,0,,None,none,"Added 2026-07-16 during timeline maintainer-process remediation (Phase 1.2). trust_tier=1_Authoritative assigned by precedent-match against this registry's existing Government-type curation (national/supranational official portal, same profile as ccn-spain/ncsc-nl/ec/ndpc-nigeria/msit-korea) -- not guessed, but flag for a human spot-check via review-trusted-sources.",url_needs_review,,,,2026-07-16,active,,
id-quantique-sa,ID Quantique SA,Vendor,3_Supporting,,https://idquantique.com,"ID Quantique SA — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,No,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 0 active migrate row(s), 1 active vendor row(s).",url_needs_review,,,,2026-07-16,active,,
idemia,IDEMIA,Vendor,3_Supporting,EMEA,https://www.idemia.com,"Identity and security technology provider; develops PQC-ready identity documents, smart cards, and authentication hardware with government and banking deployments",Verified,2026-03-31,No,Yes,No,No,No,No,No,No,0,,None,none,,url_needs_review,,,,2026-05-06,active,,
iea,International Energy Agency,Government,1_Authoritative,Global,https://www.iea.org/,Intergovernmental energy organization; World Energy Investment report — official market-size grounding for the industry-landscape source,Verified,2026-07-29,No,No,No,No,No,No,No,No,0,,None,none,,url_needs_review,,,,2026-07-29,active,,
iec,International Electrotechnical Commission,Standards_Body,2_Core,Global,https://www.iec.ch/,IEC standards including IEC 62443 industrial automation and IEC 62351 power systems,Verified,2026-03-28,No,No,No,Yes,No,Yes,No,No,0,,None,none,,url_authoritative,,,,2026-05-06,active,,
ieee-802-11-post-quantum-crypt,IEEE 802.11 Post-Quantum Cryptography Study Group,Standards_Body,2_Core,Global,https://www.ieee802.org/11/Reports/pqc_update.htm,IEEE 802.11 (WiFi) working-group status page tracking the 802.11bt PQC amendment's draft/ballot progress,Verified,2026-07-28,,,,,,,,No,,,,,Confirmed live (200 via curl). Distinct SDO working-group domain (ieee802.org) from the already-tracked IEEE-SA (standards.ieee.org); directly relevant to protocol-matrix tracking of the 802.11bt amendment.,url_authoritative,,,,,active,,
ieee-sa,IEEE Standards Association,Standards_Body,1_Authoritative,Global,https://standards.ieee.org/,Technical standards for quantum-safe implementations,Verified,2025-12-15,No,Yes,Yes,No,No,Yes,No,No,5,2025-01-01,Active,library,Fixed tagging: library_csv; some standards paywalled,url_authoritative,,,,2026-05-06,active,,
ietf,IETF Datatracker,Standards_Body,1_Authoritative,Global,https://datatracker.ietf.org/,Internet protocol standards including TLS and PKI PQC specifications,Verified,2026-02-13,No,Yes,Yes,No,Yes,Yes,No,No,229,2026-05-07,Active,library,Fixed tagging: library_csv; primary source for PQC RFCs,url_authoritative,,,,2026-05-06,active,,
ietf-2,IETF,Vendor,3_Supporting,,https://ietf.org,"IETF — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,No,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 0 active migrate row(s), 1 active vendor row(s).",url_needs_review,,,,2026-07-16,active,,
ietf-internet-drafts,IETF Internet-Drafts (Datatracker),Standards_Body,2_Core,Global,https://datatracker.ietf.org/,IETF work-in-progress Internet-Drafts; pre-standard PQC protocol specifications (lower standing than published RFCs),Verified,2026-07-12,No,Yes,No,No,No,No,No,No,0,,None,none,,url_authoritative,,,,2026-07-09,active,,
ietf-rfc-series,RFC Editor (IETF RFC Series),Standards_Body,1_Authoritative,Global,https://www.rfc-editor.org/,Canonical publisher of the RFC series; final normative text of IETF protocol standards including PQC RFCs,Verified,2026-07-12,No,Yes,No,No,No,No,No,No,0,,None,none,,url_authoritative,,,,2026-07-09,active,,
iiit-kurnool,Indian Institute of Information Technology Kurnool,Academic,4_Contextual,APAC,https://www.iiitk.ac.in/,MeitY-sponsored PQC research projects (2025-2026),Verified,2026-02-13,No,No,Yes,No,No,No,No,No,0,,None,none,,url_authoritative,,,,2026-05-06,active,,
imda-singapore,IMDA Singapore,Government,2_Core,APAC,https://www.imda.gov.sg/,Singapore Infocomm Media Development Authority; digital infrastructure PQC,Verified,2026-03-28,No,No,No,No,Yes,No,No,No,0,,None,none,,url_authoritative,,,,2026-05-06,active,,
imdea-networks-institute,IMDEA Networks Institute,Vendor,3_Supporting,,https://networks.imdea.org,"IMDEA Networks Institute — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,No,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 1 active migrate row(s), 1 active vendor row(s).",url_needs_review,,,,2026-07-16,active,,
imf,International Monetary Fund,Government,1_Authoritative,Global,https://www.imf.org/,Intergovernmental financial institution; Crypto Assets Monitor and global financial statistics — official market-size grounding for the industry-landscape source,Verified,2026-07-29,No,No,No,No,No,No,No,No,0,,None,none,,url_needs_review,,,,2026-07-29,active,,
imo,International Maritime Organization,Standards_Body,1_Authoritative,Global,https://www.imo.org/,Maritime cyber risk management guidelines; quantum threat to shipping,Verified,2026-03-28,No,Yes,No,Yes,No,No,No,No,0,,None,none,,url_authoritative,,,,2026-05-06,active,,
imperva-inc,Imperva Inc.,Vendor,3_Supporting,,https://imperva.com,"Imperva Inc. — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,No,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 0 active migrate row(s), 1 active vendor row(s).",url_needs_review,,,,2026-07-16,active,,
incd-israel,Israel National Cyber Directorate,Government,2_Core,EMEA,https://www.gov.il/en/departments/israel_national_cyber_directorate/,Israel INCD; national PQC strategy and critical infrastructure protection,Verified,2026-03-28,No,No,No,No,Yes,No,No,No,0,,None,none,,url_authoritative,,,,2026-05-06,active,,
infineon,Infineon Technologies,Vendor,3_Supporting,EMEA,https://www.infineon.com/cms/en/discoveries/post-quantum-cryptography/,"Semiconductor manufacturer; produces PQC-capable security chips (OPTIGA™, SLx 9670) and contributes to NIST PQC standardization hardware validation",Verified,2026-03-31,No,Yes,No,No,No,No,No,No,0,,None,none,,url_needs_review,,,,2026-05-06,active,,
infosec-global,InfoSec Global,Vendor,3_Supporting,Americas,https://www.infosecglobal.com,"Cryptographic discovery and agility vendor. Source for cryptographic inventory tooling, algorithm deprecation planning, and enterprise PQC migration methodology.",Verified,2026-05-06,No,Yes,No,No,No,No,Yes,No,0,,None,none,Added 2026-05-06: orphaned ID found in library.,url_needs_review,,,,2026-05-06,active,,
inria-crypto,INRIA France Cryptography,Academic,3_Supporting,EMEA,https://www.inria.fr/en,French national research institute for PQC algorithms,Verified,2025-12-15,Yes,Yes,Yes,No,No,No,No,No,0,,None,none,,url_authoritative,,,,2026-05-06,active,,
inria-hqc-consortium,INRIA / HQC Consortium,Vendor,3_Supporting,,https://pqc-hqc.org,"INRIA / HQC Consortium — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,No,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 0 active migrate row(s), 1 active vendor row(s).",url_needs_review,,,,2026-07-16,active,,
intel,Intel Corporation,Vendor,3_Supporting,Americas,https://www.intel.com/content/www/us/en/research/quantum-computing.html,Intel Labs quantum computing and post-quantum cryptography research; contributor to NIST PQC standardization and hardware acceleration,Verified,2026-03-31,No,Yes,No,No,No,No,No,No,0,,None,none,,url_needs_review,,,,2026-05-06,active,,
intellect-eu,IntellectEU,Industry_Workgroup,4_Contextual,EMEA,https://www.intellecteu.com/,Enterprise blockchain and quantum-safe solutions; PQCA founding member,Verified,2026-02-13,No,No,No,No,No,No,Yes,No,0,,None,none,,url_needs_review,,,,2026-05-06,active,,
interchain-foundation,Interchain Foundation,Vendor,3_Supporting,,https://interchain.io,"Interchain Foundation — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,No,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 0 active migrate row(s), 1 active vendor row(s).",url_needs_review,,,,2026-07-16,active,,
